"Serial"	"datetime"	"MachNo"	"MagazineNo"	"Curvature_1"	"Curvature_2"	"Tilt_1"	"Tilt_2"	"ProcNo"	"LotNo"
202203190717581	2022-03-13 14:03:47	"98"	7220220317151845	0.39	0.21	4.188292675	2.985710426	"10A"	"ax5"
202203190717668	2022-03-13 14:03:58	"98"	7220220317151845	0.02	0.03	0.166024582	1.080102282	"10A"	"ax5"
202203190717716	2022-03-13 14:10:39	"97"	7220220317151845	0.83	0.37	0.188522313	2.133747647	"10A"	"ax5"
202203190717654	2022-03-13 14:16:42	"A0"	7220220317151845	0.17	0.16	3.239281471	2.048077607	"16A"	"ax4"
202203190717816	2022-03-13 14:20:07	"93"	7220220317151221	0.56	0.49	4.582789781	3.638229057	"11A"	"ax5"
202203190717606	2022-03-13 14:21:00	"A0"	7220220317151845	0.3	0.28	3.157297269	3.069856808	"12A"	"ax5"
202203190717840	2022-03-13 14:26:21	"96"	7220220317151221	0.47	0.27	0.222699323	0.946091416	"10A"	"ax3"
202203190717630	2022-03-13 14:28:28	"98"	7220220317151845	0.53	0.07	3.022303364	3.13810524	"12A"	"ax4"
202203190717791	2022-03-13 14:31:22	"97"	7220220317151221	0.51	0.08	2.577378555	1.58190845	"12A"	"ax2"
202203190717839	2022-03-13 14:32:35	"95"	7220220317151221	0.19	0.4	2.943935286	2.300440109	"15A"	"ax4"
202203190717863	2022-03-13 14:34:39	"96"	7220220317151221	0.38	0.07	0.706554949	0.294062102	"13A"	"ax4"
202203190717742	2022-03-13 15:04:52	"A0"	7220220317151845	0.7	0.13	0.4753077	0.944167898	"12A"	"ax3"
202203190717815	2022-03-13 15:08:22	"96"	7220220317151221	0.43	0.12	3.791290305	4.506559781	"8A"	"ax5"
202203190717719	2022-03-13 15:09:51	"98"	7220220317151845	0.89	0.17	0.266083838	1.344160372	"11A"	"ax5"
202203190717827	2022-03-13 15:17:19	"96"	7220220317151221	0.42	0.33	2.823343678	3.30453601	"15A"	"ax4"
202203190717792	2022-03-13 15:18:55	"A0"	7220220317151221	0.01	0.39	0.104252808	4.115636127	"10A"	"ax4"
202203190717743	2022-03-13 15:18:57	"A0"	7220220317151845	0.63	0.49	4.614779812	2.67899638	"10A"	"ax5"
202203190717779	2022-03-13 15:36:49	"98"	7220220317151221	0.9	0.35	0.267615286	2.603630359	"8A"	"ax5"
202203190717850	2022-03-13 15:37:42	"95"	7220220317151221	0.9	0.44	0.268170335	0.781374084	"11A"	"ax5"
202203190717768	2022-03-13 15:41:04	"97"	7220220317151221	0.39	0.44	4.298889239	4.172583899	"12A"	"ax4"
202203190717778	2022-03-13 15:47:05	"99"	7220220317151221	0.48	0.17	1.7788617	2.14454298	"13A"	"ax3"
202203190717851	2022-03-13 16:02:26	"93"	7220220317151221	0.25	0.03	1.690996457	1.16719743	"8A"	"ax5"
202203190717729	2022-03-13 16:05:01	"A0"	7220220317151845	0.9	0.47	0.268157729	1.663095777	"14A"	"ax4"
202203190717802	2022-03-13 16:05:34	"97"	7220220317151221	0.91	0.21	0.248993575	2.328901546	"10A"	"ax2"
202203190717730	2022-03-13 16:07:03	"97"	7220220317151845	0.39	0.19	4.031453251	3.267838745	"9A"	"ax2"
202203190717828	2022-03-13 16:07:14	"95"	7220220317151221	0.09	0.03	0.259310936	0.878663517	"13A"	"ax3"
202203190717814	2022-03-13 16:34:36	"94"	7220220317151221	0.9	0.15	0.267315707	5.252497876	"10A"	"ax4"
202203190717803	2022-03-13 16:34:50	"A0"	7220220317151221	0.95	0.09	0.162235381	2.645690465	"12A"	"ax5"
202203190717754	2022-03-13 16:39:03	"A0"	7220220317151221	0.63	0.48	4.928784905	2.015005499	"10A"	"ax4"
202203190717766	2022-03-13 16:41:46	"99"	7220220317151221	0.26	0.02	3.310693045	2.910682497	"11A"	"ax5"
202203190717838	2022-03-13 16:47:37	"93"	7220220317151221	0.9	0.42	0.266395134	4.340539152	"12A"	"ax5"
202203190717780	2022-03-13 17:00:29	"97"	7220220317151221	0.94	0.04	0.178390948	2.459553311	"11A"	"ax5"
202203190717852	2022-03-13 17:06:25	"94"	7220220317151221	0.44	0.16	1.939196229	0.525466483	"10A"	"ax5"
202203190717717	2022-03-13 17:08:03	"99"	7220220317151845	0.18	0.19	2.345459226	1.458475019	"12A"	"ax2"
202203190717731	2022-03-13 17:13:46	"97"	7220220317151845	0.22	0.25	1.013649273	2.961401365	"14A"	"ax5"
202203190717842	2022-03-13 17:20:31	"95"	7220220317151221	0.9	0.22	0.26117536	1.365931056	"13A"	"ax5"
202203190717819	2022-03-13 17:28:11	"95"	7220220317151221	0.38	0.04	3.370016993	3.563090051	"9A"	"ax2"
202203190717804	2022-03-13 17:44:19	"99"	7220220317151221	0.16	0.02	0.017420529	0.662498323	"10A"	"ax4"
202203190717756	2022-03-13 17:56:16	"98"	7220220317151221	0.46	0.45	2.215688965	1.957338518	"9A"	"ax2"
202203190717771	2022-03-13 17:57:54	"98"	7220220317151221	0.97	0.19	0.101357293	2.695168552	"9A"	"ax5"
202203190717843	2022-03-13 17:59:08	"93"	7220220317151221	0.74	0.29	4.783390313	2.968783278	"14A"	"ax2"
202203190717794	2022-03-13 18:01:14	"98"	7220220317151221	0.14	0.2	3.022483105	2.322153515	"11A"	"ax5"
202203190717722	2022-03-13 18:07:49	"97"	7220220317151845	0.42	0.07	0.759860745	0.950278044	"13A"	"ax3"
202203190717745	2022-03-13 18:08:57	"98"	7220220317151845	0.9	0.22	0.264543993	2.866153455	"9A"	"ax4"
202203190717795	2022-03-13 18:18:03	"97"	7220220317151221	0.42	0.04	0.018578945	2.385012569	"11A"	"ax5"
202203190717818	2022-03-13 20:47:21	"93"	7220220317151221	0.18	0.22	2.238484214	2.92119919	"10A"	"ax4"
202203190717746	2022-03-13 20:50:34	"A0"	7220220317151845	0.06	0.09	0.787340294	1.619301921	"9A"	"ax5"
202203190717829	2022-03-13 21:01:51	"94"	7220220317151221	0.9	0.23	0.261472116	2.595324406	"12A"	"ax5"
202203190717830	2022-03-13 21:04:18	"95"	7220220317151221	0.85	0.19	2.377945266	3.463888354	"10A"	"ax2"
202203190717853	2022-03-13 21:25:04	"93"	7220220317151221	0.1	0.09	0.062066645	0.234961781	"10A"	"ax5"
202203190717770	2022-03-13 21:28:06	"99"	7220220317151221	0.39	0.36	2.587804267	2.097300103	"9A"	"ax3"
202203190717781	2022-03-13 21:38:41	"99"	7220220317151221	0.9	0.03	0.254164807	4.461931707	"14A"	"ax4"
202203190717782	2022-03-13 21:46:05	"98"	7220220317151221	0.9	0.13	0.263303301	3.083019579	"11A"	"ax5"
202203190717757	2022-03-13 21:53:51	"97"	7220220317151221	0.19	0.12	3.179198696	2.374091337	"14A"	"ax5"
202203190717805	2022-03-13 22:24:22	"98"	7220220317151221	0.65	0.04	0.085143039	1.278221107	"15A"	"ax3"
202203190717854	2022-03-13 22:27:35	"94"	7220220317151221	0.9	0.03	0.262592168	3.294262987	"12A"	"ax5"
202203190717733	2022-03-13 22:30:04	"98"	7220220317151845	0.89	0.44	0.266304974	4.294113739	"11A"	"ax5"
202203190717841	2022-03-13 22:40:20	"94"	7220220317151221	0.14	0.29	2.495674747	0.478847821	"11A"	"ax5"
202203190717806	2022-03-13 22:43:54	"97"	7220220317151221	0.11	0.23	0.513499446	0.402858582	"12A"	"ax5"
202203190717831	2022-03-13 22:52:31	"94"	7220220317151221	0.28	0.41	2.983169374	2.081567557	"11A"	"ax5"
202203190717817	2022-03-13 23:12:26	"96"	7220220317151221	0.48	0.11	3.453757011	3.964871638	"10A"	"ax5"
202203190717769	2022-03-13 23:19:57	"A0"	7220220317151221	0.12	0.08	0.582342149	1.700266699	"14A"	"ax4"
202203190717783	2022-03-13 23:40:45	"97"	7220220317151221	0.41	0.23	2.853280463	3.050737265	"12A"	"ax2"
202203190717758	2022-03-13 23:47:12	"A0"	7220220317151221	0.61	0.44	4.987906486	1.75558253	"12A"	"ax2"
202203190717793	2022-03-13 23:52:37	"99"	7220220317151221	0.24	0.25	2.932087681	2.183979096	"10A"	"ax5"
202203190717855	2022-03-13 23:57:46	"96"	7220220317151221	0.43	0.03	0.562817957	1.007952186	"13A"	"ax3"
202203190717744	2022-03-14 00:49:38	"97"	7220220317151845	0.36	0.33	5.299639692	3.011158038	"12A"	"ax5"
202203190717720	2022-03-14 01:03:34	"99"	7220220317151845	0.51	0.02	2.538815519	1.506391618	"13A"	"ax5"
202203190717734	2022-03-14 01:16:52	"97"	7220220317151845	0.25	0.29	2.887664831	2.06816214	"9A"	"ax4"
202203190717822	2022-03-14 01:26:02	"96"	7220220317151221	0.33	0.4	0.080644741	0.266782641	"9A"	"ax4"
202203190717845	2022-03-14 01:31:15	"95"	7220220317151221	0.18	0.28	0.285456454	5.205435321	"10A"	"ax5"
202203190717846	2022-03-14 01:36:24	"96"	7220220317151221	0.49	0.16	4.58847698	3.539561356	"11A"	"ax5"
202203190717807	2022-03-14 01:44:11	"A0"	7220220317151221	0.1	0.03	0.33188924	1.842084232	"9A"	"ax4"
202203190717798	2022-03-14 01:53:09	"97"	7220220317151221	0.39	0.46	3.088602159	2.142512938	"14A"	"ax5"
202203190717774	2022-03-14 01:56:36	"99"	7220220317151221	0.16	0.27	3.740923962	1.609511465	"10A"	"ax5"
202203190717797	2022-03-14 02:02:41	"98"	7220220317151221	0.7	0.47	4.348750838	1.321717625	"15A"	"ax3"
202203190717759	2022-03-14 02:19:38	"99"	7220220317151221	0.26	0.13	2.948736655	1.968272127	"13A"	"ax4"
202203190717749	2022-03-14 02:24:33	"97"	7220220317151221	0.44	0.22	0.414357874	0.147467854	"11A"	"ax2"
202203190717821	2022-03-14 02:30:38	"95"	7220220317151221	0.36	0.32	4.561056061	3.183383576	"11A"	"ax5"
202203190717725	2022-03-14 02:40:41	"A0"	7220220317151845	0.42	0.06	2.059297342	1.044802435	"12A"	"ax3"
202203190717856	2022-03-14 02:44:07	"93"	7220220317151221	0.15	0.11	3.199321416	2.958155277	"11A"	"ax3"
202203190717773	2022-03-14 03:15:25	"A0"	7220220317151221	0.17	0.19	0.234839033	1.153001511	"9A"	"ax2"
202203190717833	2022-03-14 03:30:15	"93"	7220220317151221	0.15	0.38	0.414801727	2.69497903	"13A"	"ax3"
202203190717784	2022-03-14 03:39:30	"A0"	7220220317151221	0.39	0.18	3.636338053	3.468202006	"13A"	"ax5"
202203190717808	2022-03-14 03:41:21	"99"	7220220317151221	0.17	0.06	0.615726907	0.892292225	"12A"	"ax5"
202203190717857	2022-03-14 03:56:29	"96"	7220220317151221	0.44	0.46	3.572150162	3.499380814	"9A"	"ax2"
202203190717785	2022-03-14 03:57:24	"99"	7220220317151221	0.13	0.44	1.308937447	1.478762019	"13A"	"ax5"
202203190717735	2022-03-14 04:00:57	"A0"	7220220317151845	0.63	0.35	4.772614362	2.325266787	"11A"	"ax5"
202203190717820	2022-03-14 04:32:59	"96"	7220220317151221	0.27	0.19	3.264416526	1.893828534	"12A"	"ax4"
202203190717809	2022-03-14 04:56:49	"98"	7220220317151221	0.38	0	1.087087362	1.68580478	"13A"	"ax2"
202203190717760	2022-03-14 05:00:28	"98"	7220220317151221	0.47	0.35	4.915158082	3.9370963	"13A"	"ax3"
202203190717736	2022-03-14 05:00:39	"99"	7220220317151845	0.43	0.13	2.605418725	1.513510527	"10A"	"ax2"
202203190717772	2022-03-14 05:08:17	"97"	7220220317151221	0.23	0.01	1.904517027	2.710608609	"9A"	"ax5"
202203190717844	2022-03-14 05:20:12	"93"	7220220317151221	0.2	0.22	0.536942857	0.89203781	"12A"	"ax3"
202203190717761	2022-03-14 05:33:06	"99"	7220220317151221	0.29	0.35	2.368904848	1.100705257	"14A"	"ax4"
202203190717834	2022-03-14 05:35:55	"94"	7220220317151221	0.46	0.14	3.440194178	2.848807698	"13A"	"ax4"
202203190717796	2022-03-14 05:37:47	"98"	7220220317151221	0.11	0.15	0.041235481	1.454891456	"11A"	"ax5"
202203190717858	2022-03-14 05:50:10	"94"	7220220317151221	0.39	0.27	1.38683898	1.396054397	"16A"	"ax4"
202203190717786	2022-03-14 05:56:24	"98"	7220220317151221	0.01	0.31	2.625404849	1.858218158	"11A"	"ax5"
202203190717723	2022-03-14 09:00:28	"98"	7220220317151845	0.75	0.31	4.266703385	1.705061212	"11A"	"ax4"
202203190717825	2022-03-14 09:08:59	"93"	7220220317151221	0.19	0.2	3.508792789	2.453700039	"16A"	"ax3"
202203190717737	2022-03-14 09:09:04	"98"	7220220317151845	0.33	0.12	1.299449399	0.123032095	"13A"	"ax4"
202203190717810	2022-03-14 09:10:57	"97"	7220220317151221	0.51	0.55	4.953514763	3.789400702	"10A"	"ax4"
202203190717777	2022-03-14 09:19:18	"A0"	7220220317151221	0.43	0.1	2.379500385	1.424561899	"11A"	"ax4"
202203190717849	2022-03-14 09:34:54	"94"	7220220317151221	0.12	0.17	2.415870555	1.119174051	"14A"	"ax3"
202203190717762	2022-03-14 09:38:26	"98"	7220220317151221	0.16	0.27	3.085928097	2.694046967	"14A"	"ax3"
202203190717848	2022-03-14 09:45:35	"96"	7220220317151221	0.41	0.45	3.84488408	3.576781842	"11A"	"ax5"
202203190717801	2022-03-14 09:50:23	"98"	7220220317151221	0.27	0.1	3.771765899	3.643577744	"13A"	"ax3"
202203190717872	2022-03-14 09:52:53	"95"	7220220317151221	0.06	0.01	0.57058647	1.104627513	"10A"	"ax5"
202203190717800	2022-03-14 10:04:01	"99"	7220220317151221	0.37	0.39	2.97352317	2.197453227	"9A"	"ax4"
202203190717728	2022-03-14 10:08:01	"99"	7220220317151845	0.13	0.42	5.776650763	6.096900917	"11A"	"ax4"
202203190717835	2022-03-14 10:25:43	"96"	7220220317151221	0.27	0.34	3.273337779	2.289400031	"9A"	"ax3"
202203190717751	2022-03-14 10:32:36	"99"	7220220317151221	0.42	0.14	1.078844411	0.295325908	"10A"	"ax5"
202203190717859	2022-03-14 10:33:54	"93"	7220220317151221	0.51	0.37	3.985917362	3.04986111	"14A"	"ax4"
202203190717776	2022-03-14 10:36:20	"97"	7220220317151221	0.52	0.09	1.685051566	1.966573321	"11A"	"ax5"
202203190717836	2022-03-14 10:37:06	"93"	7220220317151221	0.31	0.34	2.140025344	1.519182169	"9A"	"ax5"
202203190717860	2022-03-14 10:44:35	"95"	7220220317151221	0.18	0.26	1.13463554	1.396587214	"9A"	"ax5"
202203190717738	2022-03-14 10:48:07	"97"	7220220317151845	0.24	0.39	2.532540543	1.496910638	"11A"	"ax4"
202203190717788	2022-03-14 11:04:50	"A0"	7220220317151221	0.33	0.09	4.576094254	4.235003426	"10A"	"ax5"
202203190717837	2022-03-14 11:06:09	"96"	7220220317151221	0.18	0.15	0.037888466	1.958049119	"10A"	"ax5"
202203190717739	2022-03-14 11:07:18	"99"	7220220317151845	0.41	0.38	3.283343469	3.750273266	"12A"	"ax5"
202203190717763	2022-03-14 11:21:12	"99"	7220220317151221	0.14	0.37	3.379347424	1.860181778	"12A"	"ax2"
202203190717823	2022-03-14 11:29:17	"94"	7220220317151221	0.63	0.3	4.275513916	2.459290108	"9A"	"ax5"
202203190717764	2022-03-14 11:38:33	"A0"	7220220317151221	0.15	0.38	3.503846205	2.610951418	"15A"	"ax3"
202203190717775	2022-03-14 11:39:12	"98"	7220220317151221	0.4	0.03	1.076358951	0.948708591	"10A"	"ax5"
202203190717847	2022-03-14 11:40:10	"95"	7220220317151221	0.34	0.33	3.192557463	2.506333752	"14A"	"ax4"
202203190717789	2022-03-14 11:41:02	"99"	7220220317151221	0.33	0.17	3.200052033	2.375767705	"9A"	"ax5"
202203190717740	2022-03-14 11:42:25	"A0"	7220220317151845	0.22	0.16	2.394031023	1.876235985	"10A"	"ax3"
202203190717861	2022-03-14 11:42:43	"93"	7220220317151221	0.11	0.17	0.538916837	1.567850032	"8A"	"ax5"
202203190717726	2022-03-14 12:02:02	"97"	7220220317151845	0.18	0.29	3.767133155	4.690282857	"13A"	"ax5"
202203190717799	2022-03-14 12:09:05	"A0"	7220220317151221	0.51	0.02	3.48762075	3.516330786	"11A"	"ax5"
202203190717959	2022-03-14 12:14:21	"96"	7220220317151221	0.11	0.01	0.07382978	1.755457283	"10A"	"ax4"
202203190717750	2022-03-14 12:16:32	"A0"	7220220317151221	0.34	0.35	3.087490985	3.326260862	"12A"	"ax2"
202203190717813	2022-03-14 12:21:26	"97"	7220220317151221	0.04	0.1	3.327508396	3.57005573	"10A"	"ax5"
202203190717936	2022-03-14 12:42:31	"95"	7220220317151221	0.58	0.4	4.651027547	2.62844279	"15A"	"ax2"
202203190717765	2022-03-14 13:12:19	"A0"	7220220317151221	0.18	0.32	3.098065881	1.854955482	"10A"	"ax5"
202203190717888	2022-03-14 13:15:21	"96"	7220220317151221	0.29	0.06	1.111338802	0.840435995	"11A"	"ax3"
202203190717911	2022-03-14 13:24:02	"95"	7220220317151221	0.48	0.51	6.13287727	4.726118294	"14A"	"ax5"
202203190717971	2022-03-14 13:27:23	"95"	7220220317151221	0.47	0.21	2.138452061	1.578314148	"11A"	"ax5"
202203190717970	2022-03-14 13:28:45	"94"	7220220317151221	0.42	0.28	1.351901104	1.219705325	"11A"	"ax3"
202203190717912	2022-03-14 13:33:14	"96"	7220220317151221	0.19	0.26	0.217714524	0.476354967	"9A"	"ax2"
202203190717544	2022-03-14 13:34:59	"95"	7220220317151845	0.33	0.42	3.037480875	2.160498597	"11A"	"ax2"
202203190717935	2022-03-14 13:45:09	"94"	7220220317151221	0.52	0.14	4.680657798	3.540409803	"11A"	"ax5"
202203190717864	2022-03-14 13:49:09	"94"	7220220317151221	0.08	0.1	0.694389948	1.052661093	"11A"	"ax2"
202203190717923	2022-03-14 13:52:32	"94"	7220220317151221	0.38	0.51	2.569755193	1.939367605	"12A"	"ax5"
202203190717887	2022-03-14 13:53:30	"95"	7220220317151221	0.06	0.42	4.967738064	2.594416827	"13A"	"ax5"
202203190717874	2022-03-14 13:55:06	"94"	7220220317151221	0.69	0.36	4.232386369	2.001936079	"12A"	"ax3"
202203190717946	2022-03-14 13:57:52	"94"	7220220317151221	0.22	0.12	2.722003764	3.028019201	"12A"	"ax5"
202203190717875	2022-03-14 14:00:11	"94"	7220220317151221	0.36	0.01	2.295186236	1.703869131	"13A"	"ax5"
202203190717958	2022-03-14 14:00:21	"95"	7220220317151221	0.39	0.38	3.204748585	2.250366771	"10A"	"ax5"
202203190717898	2022-03-14 14:07:12	"95"	7220220317151221	0.6	0.1	2.099629247	1.654364886	"9A"	"ax2"
202203190717947	2022-03-14 14:08:35	"96"	7220220317151221	0.16	0.26	2.788652113	2.767512137	"15A"	"ax4"
202203190717948	2022-03-14 14:08:45	"93"	7220220317151221	0.2	0.09	0.609313177	0.302486131	"12A"	"ax4"
202203190717899	2022-03-14 14:09:41	"93"	7220220317151221	0.32	0.28	3.063963431	2.204049469	"13A"	"ax2"
202203190717972	2022-03-14 14:14:33	"96"	7220220317151221	0.52	0.24	3.059195686	2.249192043	"9A"	"ax5"
202203190717900	2022-03-14 14:21:06	"95"	7220220317151221	0.19	0.03	0.838581628	0.308150733	"9A"	"ax2"
202203190717910	2022-03-14 14:22:29	"93"	7220220317151221	0.45	0.37	1.507394951	1.103681254	"15A"	"ax4"
202203190717541	2022-03-14 14:31:46	"95"	7220220317151845	0.26	0.49	5.123080999	3.973547405	"9A"	"ax4"
202203190717924	2022-03-14 14:32:22	"95"	7220220317151221	0.7	0.31	4.780745228	1.706495662	"10A"	"ax2"
202203190717862	2022-03-14 14:35:15	"94"	7220220317151221	0.21	0.18	3.031410316	2.611061664	"13A"	"ax4"
202203190717939	2022-03-14 14:35:40	"95"	7220220317151221	0.4	0.13	0.503752689	0.318595583	"13A"	"ax3"
202203190717876	2022-03-14 14:42:32	"96"	7220220317151221	0.39	0.45	3.839677764	3.677029844	"9A"	"ax5"
202203190717934	2022-03-14 14:43:11	"96"	7220220317151221	0.46	0.1	2.375575706	2.221037263	"14A"	"ax4"
202203190717938	2022-03-14 14:47:50	"94"	7220220317151221	0.16	0.25	2.846071489	1.376606209	"13A"	"ax3"
202203190717886	2022-03-14 14:47:57	"93"	7220220317151221	0.2	0.13	0.17484718	0.012488699	"11A"	"ax2"
202203190717890	2022-03-14 14:48:46	"96"	7220220317151221	0.27	0.4	2.653474771	2.348728341	"12A"	"ax5"
202203190717962	2022-03-14 14:51:12	"96"	7220220317151221	0.43	0.01	3.650714119	3.290142584	"13A"	"ax2"
202203190717915	2022-03-14 15:12:07	"94"	7220220317151221	0.09	0.25	0.010169523	0.16844165	"11A"	"ax4"
202203190717963	2022-03-14 15:12:52	"93"	7220220317151221	0.36	0.35	2.082467876	1.659886487	"11A"	"ax3"
202203190717974	2022-03-14 15:24:51	"94"	7220220317151221	0.06	0.36	3.188434301	3.319998788	"8A"	"ax5"
202203190717914	2022-03-14 15:34:26	"96"	7220220317151221	0.58	0.32	4.268103793	2.880878658	"9A"	"ax4"
202203190717926	2022-03-14 15:38:02	"94"	7220220317151221	0.27	0.15	3.276768717	2.230056977	"8A"	"ax5"
202203190717902	2022-03-14 15:54:04	"94"	7220220317151221	0.35	0.14	1.246522975	0.364033978	"10A"	"ax2"
202203190717925	2022-03-14 15:54:29	"93"	7220220317151221	0.28	0.43	3.302155839	3.307602294	"14A"	"ax4"
202203190717867	2022-03-14 15:55:58	"95"	7220220317151221	0.45	0.03	1.286019767	1.374800009	"13A"	"ax2"
202203190717975	2022-03-14 16:02:01	"95"	7220220317151221	0.36	0.27	1.241720786	2.353436801	"11A"	"ax5"
202203190717877	2022-03-14 16:03:42	"93"	7220220317151221	0.07	0.35	0.682517032	0.545514323	"12A"	"ax3"
202203190717951	2022-03-14 16:11:52	"95"	7220220317151221	0.33	0.16	2.113616427	1.824083963	"12A"	"ax4"
202203190717949	2022-03-14 16:13:23	"96"	7220220317151221	0.56	0.01	3.335880509	3.205027088	"12A"	"ax4"
202203190717937	2022-03-14 16:23:50	"93"	7220220317151221	0.04	0.04	0.019351618	1.158212693	"9A"	"ax4"
202203190717927	2022-03-14 16:26:18	"93"	7220220317151221	0.45	0.31	1.094917716	2.064109997	"12A"	"ax2"
202203190717879	2022-03-14 16:33:40	"93"	7220220317151221	0.07	0.5	4.04389109	3.313965239	"10A"	"ax5"
202203190717901	2022-03-14 16:34:35	"93"	7220220317151221	0.72	0.58	5.846910627	3.469470523	"9A"	"ax5"
202203190717903	2022-03-14 16:34:36	"96"	7220220317151221	0.17	0.32	3.779176721	2.9527616	"9A"	"ax5"
202203190717889	2022-03-14 16:41:58	"94"	7220220317151221	0.39	0.14	0.698049577	0.479380877	"15A"	"ax3"
202203190717961	2022-03-14 16:43:50	"94"	7220220317151221	0.38	0.58	4.317051806	4.616154316	"10A"	"ax5"
202203190717980	2022-03-14 16:44:46	"96"	7220220317151221	0.55	0.03	2.113881423	2.677727798	"10A"	"ax5"
202203190717965	2022-03-14 16:59:06	"96"	7220220317151221	0.13	0.26	2.420641983	0.976587701	"15A"	"ax4"
202203190717966	2022-03-14 17:01:20	"94"	7220220317151221	0.19	0.18	0.341256104	0.732985305	"12A"	"ax2"
202203190717917	2022-03-14 17:04:14	"94"	7220220317151221	0.51	0.27	1.151640989	1.555829756	"9A"	"ax2"
202203190717918	2022-03-14 17:04:54	"95"	7220220317151221	0.41	0.19	3.840300851	3.073661554	"10A"	"ax4"
202203190717913	2022-03-14 17:06:53	"95"	7220220317151221	0.12	0.09	0.371473102	1.52142882	"13A"	"ax4"
202203190717941	2022-03-14 17:08:49	"94"	7220220317151221	0.36	0.43	2.753672801	2.473070611	"10A"	"ax5"
202203190717893	2022-03-14 17:13:42	"94"	7220220317151221	0.01	0.37	3.896164568	2.068325656	"13A"	"ax4"
202203190717979	2022-03-14 17:14:14	"94"	7220220317151221	0.7	0.25	4.488461394	1.8733475	"12A"	"ax5"
202203190717870	2022-03-14 17:15:04	"96"	7220220317151221	0.21	0.16	3.75556626	6.003455378	"12A"	"ax4"
202203190717865	2022-03-14 17:15:35	"96"	7220220317151221	0.36	0.1	0.395810106	0.659658344	"10A"	"ax3"
202203190717953	2022-03-14 17:28:27	"95"	7220220317151221	0.22	0.43	3.293363307	2.489053332	"12A"	"ax2"
202203190717942	2022-03-14 17:35:08	"95"	7220220317151221	0.41	0.12	3.922229845	2.347422811	"9A"	"ax5"
202203190717881	2022-03-14 17:37:58	"93"	7220220317151221	0.21	0.21	2.024780862	1.334593087	"11A"	"ax2"
202203190717904	2022-03-14 17:38:33	"94"	7220220317151221	0.24	0.04	0.192443839	0.379080463	"11A"	"ax5"
202203190717894	2022-03-14 17:41:35	"95"	7220220317151221	0.31	0.45	2.95506624	1.499951421	"11A"	"ax5"
202203190717905	2022-03-14 17:45:56	"95"	7220220317151221	0.38	0.05	3.83961743	2.728199341	"11A"	"ax4"
202203190717954	2022-03-14 18:05:02	"96"	7220220317151221	0.26	0.04	0.154697793	1.204540755	"8A"	"ax5"
202203190717977	2022-03-14 18:17:56	"93"	7220220317151221	0.38	0.4	1.831616629	1.711571986	"14A"	"ax3"
202203190717964	2022-03-14 18:28:30	"94"	7220220317151221	0.14	0.26	3.350839476	1.844621335	"10A"	"ax3"
202203190717981	2022-03-14 18:32:22	"94"	7220220317151221	0.54	0.45	5.600582699	1.746317718	"11A"	"ax3"
202203190717928	2022-03-14 18:43:22	"94"	7220220317151221	0.23	0.34	4.496759266	4.653102975	"14A"	"ax2"
202203190717906	2022-03-14 18:50:53	"93"	7220220317151221	0.42	0.07	0.901146761	1.348469975	"10A"	"ax5"
202203190717982	2022-03-14 18:56:54	"95"	7220220317151221	0.4	0.37	3.819250975	2.983679839	"11A"	"ax5"
202203190717868	2022-03-14 18:58:14	"96"	7220220317151221	0.43	0.06	0.554621723	1.34970822	"11A"	"ax5"
202203190717880	2022-03-14 19:02:17	"95"	7220220317151221	0.13	0.29	1.380184374	4.414192106	"12A"	"ax2"
202203190717882	2022-03-14 19:05:24	"94"	7220220317151221	0.44	0.11	0.840606068	0.721932046	"10A"	"ax5"
202203190717944	2022-03-14 19:05:34	"95"	7220220317151221	0.18	0.38	0.947707455	5.025946773	"10A"	"ax2"
202203190717892	2022-03-14 19:07:21	"96"	7220220317151221	0.98	0.23	0.114316731	3.524881767	"11A"	"ax4"
202203190717945	2022-03-14 19:08:56	"93"	7220220317151221	0.09	0.04	0.7458084	1.267556077	"15A"	"ax5"
202203190717969	2022-03-14 19:09:25	"93"	7220220317151221	0.4	0.42	2.379711611	1.902845154	"11A"	"ax5"
202203190717920	2022-03-14 19:10:13	"94"	7220220317151221	0.1	0.4	2.43479842	3.439500562	"13A"	"ax5"
202203190717897	2022-03-14 19:17:30	"94"	7220220317151221	0.9	0.02	0.26880815	2.011039471	"14A"	"ax4"
202203190717896	2022-03-14 19:19:03	"96"	7220220317151221	0.9	0.54	0.26962273	0.499712746	"12A"	"ax5"
202203190717956	2022-03-14 19:24:52	"93"	7220220317151221	0.11	0.02	0.949079634	2.575334432	"12A"	"ax3"
202203190717976	2022-03-14 19:26:16	"95"	7220220317151221	0.28	0.15	1.08493811	1.292900292	"10A"	"ax5"
202203190717983	2022-03-14 19:28:17	"96"	7220220317151221	0.35	0.14	4.130554832	3.831417947	"15A"	"ax2"
202203190717921	2022-03-14 19:32:17	"96"	7220220317151221	0.9	0.47	0.272034989	0.915565125	"11A"	"ax5"
202203190717908	2022-03-14 19:33:13	"94"	7220220317151221	0.01	0.37	1.314018859	1.12214045	"10A"	"ax2"
202203190717931	2022-03-14 19:34:05	"95"	7220220317151221	0.44	0.4	3.889122434	3.111055881	"10A"	"ax2"
202203190717932	2022-03-14 19:35:51	"96"	7220220317151221	0.27	0.03	2.364612365	1.387563773	"14A"	"ax3"
