datetime	product_no	lot_no	serial_no	judgement	logstring
2024-05-24T20:24:26	pn4063	8047	DNpn40630524979	NG	02,DNpn40630524979_inspection_image.bmp,Dust,610,318,Crack,393,447,Scratch,530,355,Dent,218,340
2024-05-28T11:51:36	pn4063	8047	DNpn40630524024	NG	02,DNpn40630524024_inspection_image.bmp,Dent,590,393,Crack,640,376,Scratch,636,172
2024-05-25T01:18:34	pn4063	8047	DNpn40630524366	OK	02,DNpn40630524366_inspection_image.bmp,
2024-05-25T22:17:07	pn4063	8047	DNpn40630524990		
2024-05-26T10:46:13	pn4063	8047	DNpn40630524787	OK	02,DNpn40630524787_inspection_image.bmp,
2024-05-28T05:35:40	pn4063	8047	DNpn40630524637	OK	02,DNpn40630524637_inspection_image.bmp,
2024-05-25T15:58:50	pn4063	8047	DNpn40630524187	OK	02,DNpn40630524187_inspection_image.bmp,
2024-05-28T07:34:48	pn4063	8047	DNpn40630524917	NG	02,DNpn40630524917_inspection_image.bmp,Scratch,580,368,Crack,381,453,Scratch,636,347,Crack,328,291
2024-05-26T08:51:14	pn4063	8047	DNpn40630524639	OK	02,DNpn40630524639_inspection_image.bmp,
2024-05-25T12:56:07	pn4063	8047	DNpn40630524619	NG	02,DNpn40630524619_inspection_image.bmp,Dent,562,413,Dust,816,352,Dust,462,323
2024-05-26T14:37:02	pn4063	8047	DNpn40630524903		
2024-05-27T02:18:48	pn4063	8047	DNpn40630524034	OK	02,DNpn40630524034_inspection_image.bmp,
2024-05-24T14:35:35	pn4063	8047	DNpn40630524184	OK	02,DNpn40630524184_inspection_image.bmp,
2024-05-26T11:30:19	pn4063	8047	DNpn40630524218	NG	02,DNpn40630524218_inspection_image.bmp,Crack,851,426
2024-05-24T18:37:58	pn4063	8047	DNpn40630524888	OK	02,DNpn40630524888_inspection_image.bmp,
2024-05-26T17:15:19	pn4063	8047	DNpn40630524855	OK	02,DNpn40630524855_inspection_image.bmp,
2024-05-24T23:04:43	pn4063	8047	DNpn40630524154	OK	02,DNpn40630524154_inspection_image.bmp,
2024-05-25T18:22:32	pn4063	8047	DNpn40630524432	OK	02,DNpn40630524432_inspection_image.bmp,
2024-05-26T21:26:41	pn4063	8047	DNpn40630524779	NG	02,DNpn40630524779_inspection_image.bmp,Scratch,388,392,Dent,673,369
2024-05-28T03:05:05	pn4063	8047	DNpn40630524047	OK	02,DNpn40630524047_inspection_image.bmp,
2024-05-25T08:59:11	pn4063	8047	DNpn40630524898	OK	02,DNpn40630524898_inspection_image.bmp,
2024-05-27T23:53:45	pn4063	8047	DNpn40630524163	OK	02,DNpn40630524163_inspection_image.bmp,
2024-05-26T18:50:20	pn4063	8047	DNpn40630524854	OK	02,DNpn40630524854_inspection_image.bmp,
2024-05-25T16:49:44	pn4063	8047	DNpn40630524676	NG	02,DNpn40630524676_inspection_image.bmp,Scratch,672,331,Dust,320,372,Dent,709,442
2024-05-26T23:09:18	pn4063	8047	DNpn40630524521	NG	02,DNpn40630524521_inspection_image.bmp,Dent,269,353
2024-05-27T14:23:46	pn4063	8047	DNpn40630524926	NG	02,DNpn40630524926_inspection_image.bmp,Scratch,668,332,Dent,705,433,Crack,448,293
2024-05-27T20:40:02	pn4063	8047	DNpn40630524541	NG	02,DNpn40630524541_inspection_image.bmp,Crack,474,394,Scratch,640,432,Scratch,626,431,Scratch,803,425,Scratch,594,369
2024-05-27T00:03:05	pn4063	8047	DNpn40630524103	OK	02,DNpn40630524103_inspection_image.bmp,
2024-05-26T19:34:25	pn4063	8047	DNpn40630524533	OK	02,DNpn40630524533_inspection_image.bmp,
2024-05-26T19:23:55	pn4063	8047	DNpn40630524721	OK	02,DNpn40630524721_inspection_image.bmp,
2024-05-26T00:24:13	pn4063	8047	DNpn40630524904	NG	02,DNpn40630524904_inspection_image.bmp,Scratch,606,480
2024-05-26T10:54:58	pn4063	8047	DNpn40630524200	OK	02,DNpn40630524200_inspection_image.bmp,
2024-05-27T11:12:38	pn4063	8047	DNpn40630524092	OK	02,DNpn40630524092_inspection_image.bmp,
2024-05-26T19:23:26	pn4063	8047	DNpn40630524581	OK	02,DNpn40630524581_inspection_image.bmp,
2024-05-26T10:08:01	pn4063	8047	DNpn40630524703	NG	02,DNpn40630524703_inspection_image.bmp,Dent,645,406,Crack,569,253
2024-05-25T12:31:55	pn4063	8047	DNpn40630524428		
2024-05-26T07:40:59	pn4063	8047	DNpn40630524835	NG	02,DNpn40630524835_inspection_image.bmp,Dust,203,332,Dent,557,487,Scratch,778,306
2024-05-26T08:17:29	pn4063	8047	DNpn40630524935	OK	02,DNpn40630524935_inspection_image.bmp,
2024-05-24T14:28:23	pn4063	8047	DNpn40630524656	OK	02,DNpn40630524656_inspection_image.bmp,
2024-05-27T11:13:51	pn4063	8047	DNpn40630524601	OK	02,DNpn40630524601_inspection_image.bmp,
2024-05-26T13:07:53	pn4063	8047	DNpn40630524282	OK	02,DNpn40630524282_inspection_image.bmp,
2024-05-27T00:21:51	pn4063	8047	DNpn40630524673	NG	02,DNpn40630524673_inspection_image.bmp,Crack,515,326,Dent,246,350,Dent,180,396,Scratch,262,405,Crack,431,433
2024-05-26T00:51:43	pn4063	8047	DNpn40630524153	OK	02,DNpn40630524153_inspection_image.bmp,
2024-05-28T08:26:52	pn4063	8047	DNpn40630524433	OK	02,DNpn40630524433_inspection_image.bmp,
2024-05-27T19:59:29	pn4063	8047	DNpn40630524860	OK	02,DNpn40630524860_inspection_image.bmp,
2024-05-28T06:17:40	pn4063	8047	DNpn40630524949	NG	02,DNpn40630524949_inspection_image.bmp,Dent,392,359,Scratch,587,307,Dent,147,425
2024-05-24T17:37:03	pn4063	8047	DNpn40630524336	OK	02,DNpn40630524336_inspection_image.bmp,
2024-05-26T23:30:38	pn4063	8047	DNpn40630524848	OK	02,DNpn40630524848_inspection_image.bmp,
2024-05-26T05:34:58	pn4063	8047	DNpn40630524046	OK	02,DNpn40630524046_inspection_image.bmp,
2024-05-25T09:14:14	pn4063	8047	DNpn40630524712	OK	02,DNpn40630524712_inspection_image.bmp,
2024-05-24T14:38:04	pn4063	8047	DNpn40630524344	OK	02,DNpn40630524344_inspection_image.bmp,
2024-05-27T00:06:41	pn4063	8047	DNpn40630524256	NG	02,DNpn40630524256_inspection_image.bmp,Dent,328,292
2024-05-25T00:08:00	pn4063	8047	DNpn40630524294	OK	02,DNpn40630524294_inspection_image.bmp,
2024-05-28T08:53:59	pn4063	8047	DNpn40630524447	OK	02,DNpn40630524447_inspection_image.bmp,
2024-05-25T23:44:51	pn4063	8047	DNpn40630524317	OK	02,DNpn40630524317_inspection_image.bmp,
2024-05-27T18:17:54	pn4063	8047	DNpn40630524180	NG	02,DNpn40630524180_inspection_image.bmp,Dent,484,449
2024-05-24T20:26:01	pn4063	8047	DNpn40630524582		
2024-05-27T08:11:50	pn4063	8047	DNpn40630524532	OK	02,DNpn40630524532_inspection_image.bmp,
2024-05-25T15:24:07	pn4063	8047	DNpn40630524211	OK	02,DNpn40630524211_inspection_image.bmp,
2024-05-27T15:54:34	pn4063	8047	DNpn40630524791	OK	02,DNpn40630524791_inspection_image.bmp,
2024-05-26T15:25:12	pn4063	8047	DNpn40630524348	NG	02,DNpn40630524348_inspection_image.bmp,Dust,722,317
2024-05-25T01:25:46	pn4063	8047	DNpn40630524405	OK	02,DNpn40630524405_inspection_image.bmp,
2024-05-27T12:37:23	pn4063	8047	DNpn40630524311	OK	02,DNpn40630524311_inspection_image.bmp,
2024-05-25T06:28:37	pn4063	8047	DNpn40630524015	OK	02,DNpn40630524015_inspection_image.bmp,
2024-05-26T22:36:24	pn4063	8047	DNpn40630524468	OK	02,DNpn40630524468_inspection_image.bmp,
2024-05-24T17:45:36	pn4063	8047	DNpn40630524938	OK	02,DNpn40630524938_inspection_image.bmp,
2024-05-26T00:08:37	pn4063	8047	DNpn40630524943	NG	02,DNpn40630524943_inspection_image.bmp,Dust,252,324
2024-05-25T15:15:40	pn4063	8047	DNpn40630524648		
2024-05-27T18:33:19	pn4063	8047	DNpn40630524125	NG	02,DNpn40630524125_inspection_image.bmp,Dust,688,464
2024-05-25T15:00:25	pn4063	8047	DNpn40630524237	OK	02,DNpn40630524237_inspection_image.bmp,
2024-05-25T05:01:56	pn4063	8047	DNpn40630524182		
2024-05-24T17:51:34	pn4063	8047	DNpn40630524880	OK	02,DNpn40630524880_inspection_image.bmp,
2024-05-25T08:49:34	pn4063	8047	DNpn40630524644	NG	02,DNpn40630524644_inspection_image.bmp,Dust,601,273,Dust,893,428,Dust,606,365,Crack,334,422
2024-05-27T03:48:25	pn4063	8047	DNpn40630524107	NG	02,DNpn40630524107_inspection_image.bmp,Scratch,557,387,Crack,398,341
2024-05-25T03:50:12	pn4063	8047	DNpn40630524204		
2024-05-28T11:41:20	pn4063	8047	DNpn40630524477	NG	02,DNpn40630524477_inspection_image.bmp,Dent,508,383,Scratch,469,322,Crack,714,376,Dust,714,430
2024-05-25T08:56:34	pn4063	8047	DNpn40630524399	OK	02,DNpn40630524399_inspection_image.bmp,
2024-05-25T01:05:10	pn4063	8047	DNpn40630524642	OK	02,DNpn40630524642_inspection_image.bmp,
2024-05-26T09:11:46	pn4063	8047	DNpn40630524264	OK	02,DNpn40630524264_inspection_image.bmp,
2024-05-25T19:58:54	pn4063	8047	DNpn40630524758	NG	02,DNpn40630524758_inspection_image.bmp,Dust,365,383,Dust,608,422,Crack,133,395,Scratch,595,314
2024-05-27T01:21:45	pn4063	8047	DNpn40630524718	OK	02,DNpn40630524718_inspection_image.bmp,
2024-05-28T07:16:43	pn4063	8047	DNpn40630524876	OK	02,DNpn40630524876_inspection_image.bmp,
2024-05-26T03:41:16	pn4063	8047	DNpn40630524729	NG	02,DNpn40630524729_inspection_image.bmp,Crack,898,418
2024-05-27T05:30:13	pn4063	8047	DNpn40630524924	OK	02,DNpn40630524924_inspection_image.bmp,
2024-05-28T00:14:15	pn4063	8047	DNpn40630524790	NG	02,DNpn40630524790_inspection_image.bmp,Dent,323,430,Scratch,117,332,Crack,506,365
2024-05-28T11:30:39	pn4063	8047	DNpn40630524909	OK	02,DNpn40630524909_inspection_image.bmp,
2024-05-26T22:20:02	pn4063	8047	DNpn40630524139		
2024-05-25T20:41:02	pn4063	8047	DNpn40630524766	OK	02,DNpn40630524766_inspection_image.bmp,
2024-05-25T22:31:44	pn4063	8047	DNpn40630524799	OK	02,DNpn40630524799_inspection_image.bmp,
2024-05-27T04:25:22	pn4063	8047	DNpn40630524410	OK	02,DNpn40630524410_inspection_image.bmp,
2024-05-25T08:46:14	pn4063	8047	DNpn40630524201	OK	02,DNpn40630524201_inspection_image.bmp,
2024-05-28T09:48:20	pn4063	8047	DNpn40630524866	OK	02,DNpn40630524866_inspection_image.bmp,
2024-05-27T14:49:27	pn4063	8047	DNpn40630524950	OK	02,DNpn40630524950_inspection_image.bmp,
2024-05-27T06:55:11	pn4063	8047	DNpn40630524864	OK	02,DNpn40630524864_inspection_image.bmp,
2024-05-25T02:13:53	pn4063	8047	DNpn40630524097	OK	02,DNpn40630524097_inspection_image.bmp,
2024-05-27T11:17:27	pn4063	8047	DNpn40630524482	OK	02,DNpn40630524482_inspection_image.bmp,
2024-05-27T21:18:54	pn4063	8047	DNpn40630524106	OK	02,DNpn40630524106_inspection_image.bmp,
2024-05-24T16:58:34	pn4063	8047	DNpn40630524610	OK	02,DNpn40630524610_inspection_image.bmp,
2024-05-25T01:49:25	pn4063	8047	DNpn40630524879	OK	02,DNpn40630524879_inspection_image.bmp,
2024-05-26T06:16:42	pn4063	8047	DNpn40630524060	NG	02,DNpn40630524060_inspection_image.bmp,Dent,360,436,Scratch,436,390,Dent,803,336
2024-05-27T07:09:39	pn4063	8047	DNpn40630524915	NG	02,DNpn40630524915_inspection_image.bmp,Dent,679,425
2024-05-24T15:29:16	pn4063	8047	DNpn40630524470	OK	02,DNpn40630524470_inspection_image.bmp,
2024-05-27T11:51:30	pn4063	8047	DNpn40630524212	OK	02,DNpn40630524212_inspection_image.bmp,
2024-05-27T05:46:56	pn4063	8047	DNpn40630524247		
2024-05-25T05:48:00	pn4063	8047	DNpn40630524086	NG	02,DNpn40630524086_inspection_image.bmp,Crack,162,428,Dent,651,353,Dent,388,360,Dent,446,407,Scratch,609,321,Dust,817,436
2024-05-27T02:16:16	pn4063	8047	DNpn40630524822	OK	02,DNpn40630524822_inspection_image.bmp,
2024-05-24T19:15:40	pn4063	8047	DNpn40630524695	OK	02,DNpn40630524695_inspection_image.bmp,
2024-05-27T07:06:19	pn4063	8047	DNpn40630524518	NG	02,DNpn40630524518_inspection_image.bmp,Dust,250,444
2024-05-27T14:41:37	pn4063	8047	DNpn40630524739	OK	02,DNpn40630524739_inspection_image.bmp,
2024-05-25T11:55:10	pn4063	8047	DNpn40630524058	NG	02,DNpn40630524058_inspection_image.bmp,Dust,884,395,Dent,570,284,Dust,405,349,Scratch,744,315
2024-05-27T17:38:05	pn4063	8047	DNpn40630524694	NG	02,DNpn40630524694_inspection_image.bmp,Dust,550,306,Dent,576,375,Dent,143,407
2024-05-25T22:33:03	pn4063	8047	DNpn40630524535	NG	02,DNpn40630524535_inspection_image.bmp,Scratch,601,473,Scratch,393,412
2024-05-25T20:04:43	pn4063	8047	DNpn40630524497	OK	02,DNpn40630524497_inspection_image.bmp,
2024-05-26T15:17:30	pn4063	8047	DNpn40630524929	NG	02,DNpn40630524929_inspection_image.bmp,Crack,630,293
2024-05-24T17:21:02	pn4063	8047	DNpn40630524473	OK	02,DNpn40630524473_inspection_image.bmp,
2024-05-28T10:52:09	pn4063	8047	DNpn40630524865	OK	02,DNpn40630524865_inspection_image.bmp,
2024-05-26T04:33:06	pn4063	8047	DNpn40630524551	OK	02,DNpn40630524551_inspection_image.bmp,
2024-05-24T21:34:02	pn4063	8047	DNpn40630524078	NG	02,DNpn40630524078_inspection_image.bmp,Crack,764,367
2024-05-27T20:14:54	pn4063	8047	DNpn40630524873	OK	02,DNpn40630524873_inspection_image.bmp,
2024-05-24T16:57:44	pn4063	8047	DNpn40630524120	OK	02,DNpn40630524120_inspection_image.bmp,
2024-05-24T23:26:58	pn4063	8047	DNpn40630524398	OK	02,DNpn40630524398_inspection_image.bmp,
2024-05-25T09:16:38	pn4063	8047	DNpn40630524119	NG	02,DNpn40630524119_inspection_image.bmp,Crack,537,450,Crack,652,436,Dust,742,420
2024-05-26T03:56:47	pn4063	8047	DNpn40630524326	NG	02,DNpn40630524326_inspection_image.bmp,Dust,580,269,Dust,549,411,Dust,302,289
2024-05-25T05:50:48	pn4063	8047	DNpn40630524191	OK	02,DNpn40630524191_inspection_image.bmp,
2024-05-25T21:41:24	pn4063	8047	DNpn40630524446	OK	02,DNpn40630524446_inspection_image.bmp,
2024-05-26T14:30:38	pn4063	8047	DNpn40630524080	NG	02,DNpn40630524080_inspection_image.bmp,Dent,612,536
2024-05-24T15:54:00	pn4063	8047	DNpn40630524035	NG	02,DNpn40630524035_inspection_image.bmp,Dust,361,384,Dent,752,347,Dent,692,306,Dent,787,387,Dent,570,434,Dust,790,445
2024-05-25T03:43:46	pn4063	8047	DNpn40630524101	OK	02,DNpn40630524101_inspection_image.bmp,
2024-05-26T11:41:39	pn4063	8047	DNpn40630524383	NG	02,DNpn40630524383_inspection_image.bmp,Crack,667,412,Scratch,427,334,Dust,363,313,Dust,285,339
2024-05-24T17:53:46	pn4063	8047	DNpn40630524378	OK	02,DNpn40630524378_inspection_image.bmp,
2024-05-26T19:36:01	pn4063	8047	DNpn40630524415	OK	02,DNpn40630524415_inspection_image.bmp,
2024-05-27T08:50:30	pn4063	8047	DNpn40630524558	OK	02,DNpn40630524558_inspection_image.bmp,
2024-05-24T19:25:49	pn4063	8047	DNpn40630524054		
2024-05-28T04:26:17	pn4063	8047	DNpn40630524751	OK	02,DNpn40630524751_inspection_image.bmp,
2024-05-27T18:17:43	pn4063	8047	DNpn40630524285	NG	02,DNpn40630524285_inspection_image.bmp,Scratch,393,340
2024-05-28T06:23:43	pn4063	8047	DNpn40630524090	OK	02,DNpn40630524090_inspection_image.bmp,
2024-05-24T22:13:42	pn4063	8047	DNpn40630524566	OK	02,DNpn40630524566_inspection_image.bmp,
2024-05-24T13:19:48	pn4063	8047	DNpn40630524881	OK	02,DNpn40630524881_inspection_image.bmp,
2024-05-25T22:44:50	pn4063	8047	DNpn40630524886	OK	02,DNpn40630524886_inspection_image.bmp,
2024-05-25T18:24:32	pn4063	8047	DNpn40630524856	NG	02,DNpn40630524856_inspection_image.bmp,Scratch,761,339,Dust,769,345,Scratch,720,406,Dust,112,333,Scratch,560,410,Dent,914,348
2024-05-27T06:04:28	pn4063	8047	DNpn40630524780	OK	02,DNpn40630524780_inspection_image.bmp,
2024-05-27T01:46:27	pn4063	8047	DNpn40630524292	NG	02,DNpn40630524292_inspection_image.bmp,Crack,920,429
2024-05-24T19:34:53	pn4063	8047	DNpn40630524305	NG	02,DNpn40630524305_inspection_image.bmp,Dust,704,399,Dent,143,395,Dent,545,430,Dust,592,441,Dent,683,377,Crack,694,338
2024-05-26T04:23:14	pn4063	8047	DNpn40630524100	OK	02,DNpn40630524100_inspection_image.bmp,
2024-05-25T02:36:36	pn4063	8047	DNpn40630524048	OK	02,DNpn40630524048_inspection_image.bmp,
2024-05-25T23:39:15	pn4063	8047	DNpn40630524008	OK	02,DNpn40630524008_inspection_image.bmp,
2024-05-25T08:28:18	pn4063	8047	DNpn40630524290	NG	02,DNpn40630524290_inspection_image.bmp,Dent,174,331,Scratch,667,412,Crack,616,212,Dent,468,400
2024-05-26T02:56:35	pn4063	8047	DNpn40630524155	NG	02,DNpn40630524155_inspection_image.bmp,Crack,155,303
2024-05-26T06:55:16	pn4063	8047	DNpn40630524265	OK	02,DNpn40630524265_inspection_image.bmp,
2024-05-25T13:17:59	pn4063	8047	DNpn40630524072	NG	02,DNpn40630524072_inspection_image.bmp,Dust,847,341,Crack,462,428,Crack,557,538
2024-05-27T14:59:25	pn4063	8047	DNpn40630524966		
2024-05-25T02:54:58	pn4063	8047	DNpn40630524543	OK	02,DNpn40630524543_inspection_image.bmp,
2024-05-27T05:36:13	pn4063	8047	DNpn40630524754	NG	02,DNpn40630524754_inspection_image.bmp,Scratch,324,365
2024-05-25T00:18:55	pn4063	8047	DNpn40630524844	OK	02,DNpn40630524844_inspection_image.bmp,
2024-05-27T08:43:14	pn4063	8047	DNpn40630524655	OK	02,DNpn40630524655_inspection_image.bmp,
2024-05-26T01:21:59	pn4063	8047	DNpn40630524039	OK	02,DNpn40630524039_inspection_image.bmp,
2024-05-25T03:24:48	pn4063	8047	DNpn40630524857	NG	02,DNpn40630524857_inspection_image.bmp,Dust,145,331,Dust,624,425,Scratch,587,539
2024-05-28T03:00:05	pn4063	8047	DNpn40630524388	OK	02,DNpn40630524388_inspection_image.bmp,
2024-05-26T14:47:14	pn4063	8047	DNpn40630524607	OK	02,DNpn40630524607_inspection_image.bmp,
2024-05-27T13:25:08	pn4063	8047	DNpn40630524352	NG	02,DNpn40630524352_inspection_image.bmp,Dust,115,359,Scratch,528,317,Scratch,482,386
2024-05-24T13:34:31	pn4063	8047	DNpn40630524664	OK	02,DNpn40630524664_inspection_image.bmp,
2024-05-27T21:01:45	pn4063	8047	DNpn40630524548	OK	02,DNpn40630524548_inspection_image.bmp,
2024-05-25T19:34:41	pn4063	8047	DNpn40630524394	OK	02,DNpn40630524394_inspection_image.bmp,
2024-05-24T20:01:24	pn4063	8047	DNpn40630524016	NG	02,DNpn40630524016_inspection_image.bmp,Dent,293,321,Dent,455,351
2024-05-25T04:20:35	pn4063	8047	DNpn40630524901	NG	02,DNpn40630524901_inspection_image.bmp,Crack,669,341,Crack,572,298,Scratch,224,351,Scratch,487,373,Dent,412,323,Scratch,758,407
2024-05-26T08:19:11	pn4063	8047	DNpn40630524785	NG	02,DNpn40630524785_inspection_image.bmp,Dust,349,304,Dent,492,311
2024-05-24T12:58:00	pn4063	8047	DNpn40630524357	NG	02,DNpn40630524357_inspection_image.bmp,Dent,574,410,Crack,244,311
2024-05-25T02:35:42	pn4063	8047	DNpn40630524996	OK	02,DNpn40630524996_inspection_image.bmp,
2024-05-27T06:31:43	pn4063	8047	DNpn40630524800	OK	02,DNpn40630524800_inspection_image.bmp,
2024-05-26T23:41:20	pn4063	8047	DNpn40630524012	NG	02,DNpn40630524012_inspection_image.bmp,Scratch,112,362
2024-05-27T10:15:20	pn4063	8047	DNpn40630524743	OK	02,DNpn40630524743_inspection_image.bmp,
2024-05-28T04:31:57	pn4063	8047	DNpn40630524933	NG	02,DNpn40630524933_inspection_image.bmp,Dust,712,464
2024-05-25T03:29:30	pn4063	8047	DNpn40630524982	OK	02,DNpn40630524982_inspection_image.bmp,
2024-05-27T01:25:19	pn4063	8047	DNpn40630524604	OK	02,DNpn40630524604_inspection_image.bmp,
2024-05-25T21:52:17	pn4063	8047	DNpn40630524840	NG	02,DNpn40630524840_inspection_image.bmp,Crack,620,215,Scratch,446,366
2024-05-24T15:18:34	pn4063	8047	DNpn40630524087		
2024-05-26T02:35:59	pn4063	8047	DNpn40630524425	NG	02,DNpn40630524425_inspection_image.bmp,Dent,536,325,Crack,569,211,Dust,203,422
2024-05-25T16:27:43	pn4063	8047	DNpn40630524392	OK	02,DNpn40630524392_inspection_image.bmp,
2024-05-27T15:02:11	pn4063	8047	DNpn40630524416	OK	02,DNpn40630524416_inspection_image.bmp,
2024-05-28T11:59:00	pn4063	8047	DNpn40630524596	OK	02,DNpn40630524596_inspection_image.bmp,
2024-05-28T07:30:31	pn4063	8047	DNpn40630524345	NG	02,DNpn40630524345_inspection_image.bmp,Dent,438,359,Dust,247,401,Scratch,559,399,Crack,499,290,Scratch,582,328
2024-05-27T17:56:39	pn4063	8047	DNpn40630524169		
2024-05-27T08:14:18	pn4063	8047	DNpn40630524584	NG	02,DNpn40630524584_inspection_image.bmp,Dent,589,378
2024-05-25T09:17:48	pn4063	8047	DNpn40630524849	OK	02,DNpn40630524849_inspection_image.bmp,
2024-05-24T15:14:33	pn4063	8047	DNpn40630524953	OK	02,DNpn40630524953_inspection_image.bmp,
2024-05-28T09:36:22	pn4063	8047	DNpn40630524397	NG	02,DNpn40630524397_inspection_image.bmp,Scratch,183,299
2024-05-27T18:06:10	pn4063	8047	DNpn40630524760	OK	02,DNpn40630524760_inspection_image.bmp,
2024-05-27T06:12:46	pn4063	8047	DNpn40630524597	OK	02,DNpn40630524597_inspection_image.bmp,
2024-05-27T12:59:57	pn4063	8047	DNpn40630524821		
2024-05-27T14:13:15	pn4063	8047	DNpn40630524404	OK	02,DNpn40630524404_inspection_image.bmp,
2024-05-24T22:55:01	pn4063	8047	DNpn40630524418	OK	02,DNpn40630524418_inspection_image.bmp,
2024-05-25T14:17:17	pn4063	8047	DNpn40630524580	NG	02,DNpn40630524580_inspection_image.bmp,Scratch,348,361,Scratch,248,407,Dust,177,404,Dent,508,391
2024-05-26T04:38:00	pn4063	8047	DNpn40630524346	OK	02,DNpn40630524346_inspection_image.bmp,
2024-05-26T10:00:54	pn4063	8047	DNpn40630524643	NG	02,DNpn40630524643_inspection_image.bmp,Scratch,666,437
2024-05-25T13:54:42	pn4063	8047	DNpn40630524275	OK	02,DNpn40630524275_inspection_image.bmp,
2024-05-26T08:53:45	pn4063	8047	DNpn40630524063	OK	02,DNpn40630524063_inspection_image.bmp,
2024-05-28T05:32:10	pn4063	8047	DNpn40630524198	OK	02,DNpn40630524198_inspection_image.bmp,
2024-05-27T12:20:25	pn4063	8047	DNpn40630524515	NG	02,DNpn40630524515_inspection_image.bmp,Dent,187,364
2024-05-27T07:00:59	pn4063	8047	DNpn40630524216	OK	02,DNpn40630524216_inspection_image.bmp,
2024-05-28T07:48:07	pn4063	8047	DNpn40630524123	NG	02,DNpn40630524123_inspection_image.bmp,Scratch,207,343,Dust,789,425
2024-05-24T22:45:52	pn4063	8047	DNpn40630524706	NG	02,DNpn40630524706_inspection_image.bmp,Scratch,627,541
2024-05-25T22:10:06	pn4063	8047	DNpn40630524613	NG	02,DNpn40630524613_inspection_image.bmp,Scratch,715,351
2024-05-25T13:58:58	pn4063	8047	DNpn40630524705	OK	02,DNpn40630524705_inspection_image.bmp,
2024-05-26T18:07:54	pn4063	8047	DNpn40630524456	OK	02,DNpn40630524456_inspection_image.bmp,
2024-05-25T06:16:28	pn4063	8047	DNpn40630524370	OK	02,DNpn40630524370_inspection_image.bmp,
2024-05-26T21:01:15	pn4063	8047	DNpn40630524403	OK	02,DNpn40630524403_inspection_image.bmp,
2024-05-26T23:49:46	pn4063	8047	DNpn40630524234	OK	02,DNpn40630524234_inspection_image.bmp,
2024-05-25T19:33:11	pn4063	8047	DNpn40630524918	OK	02,DNpn40630524918_inspection_image.bmp,
2024-05-28T03:27:03	pn4063	8047	DNpn40630524893	OK	02,DNpn40630524893_inspection_image.bmp,
2024-05-28T10:52:57	pn4063	8047	DNpn40630524462	OK	02,DNpn40630524462_inspection_image.bmp,
2024-05-28T05:07:43	pn4063	8047	DNpn40630524853	OK	02,DNpn40630524853_inspection_image.bmp,
2024-05-24T16:15:33	pn4063	8047	DNpn40630524678	OK	02,DNpn40630524678_inspection_image.bmp,
2024-05-25T00:32:30	pn4063	8047	DNpn40630524176	OK	02,DNpn40630524176_inspection_image.bmp,
2024-05-25T20:39:18	pn4063	8047	DNpn40630524620	NG	02,DNpn40630524620_inspection_image.bmp,Crack,629,250
2024-05-27T09:47:04	pn4063	8047	DNpn40630524593	OK	02,DNpn40630524593_inspection_image.bmp,
2024-05-26T10:37:08	pn4063	8047	DNpn40630524974	OK	02,DNpn40630524974_inspection_image.bmp,
2024-05-27T23:05:13	pn4063	8047	DNpn40630524977	NG	02,DNpn40630524977_inspection_image.bmp,Crack,182,303,Dust,520,462,Crack,636,276
2024-05-27T23:16:29	pn4063	8047	DNpn40630524255	OK	02,DNpn40630524255_inspection_image.bmp,
2024-05-26T02:57:07	pn4063	8047	DNpn40630524621	NG	02,DNpn40630524621_inspection_image.bmp,Crack,529,352,Scratch,117,342,Dust,124,401
2024-05-25T08:56:26	pn4063	8047	DNpn40630524443	OK	02,DNpn40630524443_inspection_image.bmp,
2024-05-25T11:30:28	pn4063	8047	DNpn40630524319	OK	02,DNpn40630524319_inspection_image.bmp,
2024-05-27T20:26:06	pn4063	8047	DNpn40630524972	OK	02,DNpn40630524972_inspection_image.bmp,
2024-05-25T09:45:33	pn4063	8047	DNpn40630524295	OK	02,DNpn40630524295_inspection_image.bmp,
2024-05-26T03:22:35	pn4063	8047	DNpn40630524157	OK	02,DNpn40630524157_inspection_image.bmp,
2024-05-26T19:07:58	pn4063	8047	DNpn40630524135	NG	02,DNpn40630524135_inspection_image.bmp,Dust,589,303,Dust,353,343,Dent,514,312,Crack,572,403
2024-05-25T05:54:55	pn4063	8047	DNpn40630524021	OK	02,DNpn40630524021_inspection_image.bmp,
2024-05-26T14:45:15	pn4063	8047	DNpn40630524507	OK	02,DNpn40630524507_inspection_image.bmp,
2024-05-26T01:27:47	pn4063	8047	DNpn40630524102	NG	02,DNpn40630524102_inspection_image.bmp,Dent,451,349,Crack,741,401
2024-05-24T22:58:20	pn4063	8047	DNpn40630524897	OK	02,DNpn40630524897_inspection_image.bmp,
2024-05-27T09:22:17	pn4063	8047	DNpn40630524297	OK	02,DNpn40630524297_inspection_image.bmp,
2024-05-26T09:38:03	pn4063	8047	DNpn40630524173	OK	02,DNpn40630524173_inspection_image.bmp,
2024-05-25T21:48:26	pn4063	8047	DNpn40630524417	OK	02,DNpn40630524417_inspection_image.bmp,
2024-05-25T10:37:22	pn4063	8047	DNpn40630524278	OK	02,DNpn40630524278_inspection_image.bmp,
