datetime	product_no	lot_no	serial_no	judgement	logstring
2023-01-01T16:44:36	pn0022	0312	DNpn00220123232	NG	02,DNpn00220123232_inspection_image.bmp,Dust,760,359,Scratch,291,446
2023-01-01T16:45:03	pn0022	0312	DNpn00220123233		
2023-01-01T16:46:51	pn0022	0312	DNpn00220123234	NG	02,DNpn00220123234_inspection_image.bmp,Dust,357,408,Scratch,166,336,Crack,565,577,Crack,265,429,Scratch,572,415,Dust,570,203
2023-01-01T16:47:59	pn0022	0312	DNpn00220123235	OK	02,DNpn00220123235_inspection_image.bmp,
2023-01-01T16:48:27	pn0022	0312	DNpn00220123236	OK	02,DNpn00220123236_inspection_image.bmp,
2023-01-01T16:50:36	pn0022	0312	DNpn00220123237	NG	02,DNpn00220123237_inspection_image.bmp,Scratch,617,579
2023-01-01T16:53:30	pn0022	0312	DNpn00220123238		
2023-01-01T16:54:29	pn0022	0312	DNpn00220123239	OK	02,DNpn00220123239_inspection_image.bmp,
2023-01-01T16:55:23	pn0022	0312	DNpn00220123240	NG	02,DNpn00220123240_inspection_image.bmp,Scratch,395,461,Dent,625,459
2023-01-01T16:55:24	pn0022	0312	DNpn00220123241	NG	02,DNpn00220123241_inspection_image.bmp,Scratch,589,525
2023-01-01T16:56:05	pn0022	0312	DNpn00220123242	NG	02,DNpn00220123242_inspection_image.bmp,Scratch,601,283,Dent,547,385
2023-01-01T16:56:57	pn0022	0312	DNpn00220123243	OK	02,DNpn00220123243_inspection_image.bmp,
2023-01-01T16:58:13	pn0022	0312	DNpn00220123244	NG	02,DNpn00220123244_inspection_image.bmp,Dust,837,385,Scratch,554,449
2023-01-01T16:59:57	pn0022	0312	DNpn00220123245		
2023-01-01T17:00:01	pn0022	0312	DNpn00220123246	NG	02,DNpn00220123246_inspection_image.bmp,Scratch,523,425,Scratch,341,325,Dust,441,457,Dust,313,399,Dust,321,305,Dust,627,517
2023-01-01T17:00:43	pn0022	0312	DNpn00220123247	NG	02,DNpn00220123247_inspection_image.bmp,Scratch,652,371
2023-01-01T17:01:03	pn0022	0312	DNpn00220123248	NG	02,DNpn00220123248_inspection_image.bmp,Dust,625,157,Scratch,305,387,Dent,597,525
2023-01-01T17:01:09	pn0022	0312	DNpn00220123249	OK	02,DNpn00220123249_inspection_image.bmp,
2023-01-01T17:02:21	pn0022	0312	DNpn00220123250	NG	02,DNpn00220123250_inspection_image.bmp,Scratch,182,357
2023-01-01T17:03:48	pn0022	0312	DNpn00220123251	NG	02,DNpn00220123251_inspection_image.bmp,Scratch,133,381,Scratch,604,187
2023-01-01T17:04:58	pn0022	0312	DNpn00220123252	OK	02,DNpn00220123252_inspection_image.bmp,
2023-01-01T17:05:02	pn0022	0312	DNpn00220123253	OK	02,DNpn00220123253_inspection_image.bmp,
2023-01-01T17:05:12	pn0022	0312	DNpn00220123254	OK	02,DNpn00220123254_inspection_image.bmp,
2023-01-01T17:05:15	pn0022	0312	DNpn00220123255	NG	02,DNpn00220123255_inspection_image.bmp,Dent,860,388,Dust,717,312
2023-01-01T17:06:20	pn0022	0312	DNpn00220123256	OK	
2023-01-01T17:11:29	pn0022	0312	DNpn00220123257		
2023-01-01T17:13:04	pn0022	0312	DNpn00220123258	OK	02,DNpn00220123258_inspection_image.bmp,
2023-01-01T17:14:17	pn0022	0312	DNpn00220123259	NG	02,DNpn00220123259_inspection_image.bmp,Scratch,752,416,Scratch,429,305,Crack,544,389
2023-01-01T17:15:36	pn0022	0312	DNpn00220123260	OK	02,DNpn00220123260_inspection_image.bmp,
2023-01-01T17:16:28	pn0022	0312	DNpn00220123261		
2023-01-01T17:20:51	pn0022	0312	DNpn00220123262	OK	02,DNpn00220123262_inspection_image.bmp,
2023-01-01T17:22:43	pn0022	0312	DNpn00220123263	NG	02,DNpn00220123263_inspection_image.bmp,Scratch,625,276,Crack,269,300
2023-01-01T17:24:56	pn0022	0312	DNpn00220123264	NG	02,DNpn00220123264_inspection_image.bmp,Dent,881,411,Scratch,275,352
2023-01-01T17:26:47	pn0022	0312	DNpn00220123265	NG	02,DNpn00220123265_inspection_image.bmp,Dust,600,178,Dust,259,390,Scratch,347,294
2023-01-01T17:26:55	pn0022	0312	DNpn00220123266		
2023-01-01T17:27:31	pn0022	0312	DNpn00220123267	NG	02,DNpn00220123267_inspection_image.bmp,Crack,511,319,Crack,597,210,Dust,744,442,Dust,548,359,Scratch,417,291
2023-01-01T17:27:35	pn0022	0312	DNpn00220123268	OK	02,DNpn00220123268_inspection_image.bmp,
2023-01-01T17:28:18	pn0022	0312	DNpn00220123269	NG	02,DNpn00220123269_inspection_image.bmp,Crack,434,431,Crack,444,360,Dust,476,353,Dust,450,445,Dent,701,384
2023-01-01T17:28:44	pn0022	0312	DNpn00220123270	NG	02,DNpn00220123270_inspection_image.bmp,Scratch,658,374,Scratch,283,389
2023-01-01T17:30:41	pn0022	0312	DNpn00220123271	OK	02,DNpn00220123271_inspection_image.bmp,
2023-01-01T17:33:13	pn0022	0312	DNpn00220123272	OK	02,DNpn00220123272_inspection_image.bmp,
2023-01-01T17:33:26	pn0022	0312	DNpn00220123273	NG	02,DNpn00220123273_inspection_image.bmp,Dent,377,367
2023-01-01T17:33:36	pn0022	0312	DNpn00220123274	NG	02,DNpn00220123274_inspection_image.bmp,Crack,856,358,Crack,545,306,Dent,728,306
2023-01-01T17:34:37	pn0022	0312	DNpn00220123275		
2023-01-01T17:35:30	pn0022	0312	DNpn00220123276	NG	02,DNpn00220123276_inspection_image.bmp,Crack,196,415,Crack,392,376,Dent,813,332
2023-01-01T17:37:09	pn0022	0312	DNpn00220123277	OK	02,DNpn00220123277_inspection_image.bmp,
2023-01-01T17:37:57	pn0022	0312	DNpn00220123278	NG	02,DNpn00220123278_inspection_image.bmp,Scratch,133,337,Crack,496,290,Dent,453,323,Crack,916,396
2023-01-01T17:38:00	pn0022	0312	DNpn00220123279		
2023-01-01T17:39:52	pn0022	0312	DNpn00220123280	OK	02,DNpn00220123280_inspection_image.bmp,
2023-01-01T17:42:25	pn0022	0312	DNpn00220123281	OK	02,DNpn00220123281_inspection_image.bmp,
2023-01-01T17:42:40	pn0022	0312	DNpn00220123282	NG	02,DNpn00220123282_inspection_image.bmp,Scratch,668,352,Dust,856,362
2023-01-01T17:43:45	pn0022	0312	DNpn00220123283	NG	02,DNpn00220123283_inspection_image.bmp,Dust,676,445
2023-01-01T17:43:53	pn0022	0312	DNpn00220123284		
2023-01-01T17:47:56	pn0022	0312	DNpn00220123285	NG	02,DNpn00220123285_inspection_image.bmp,Scratch,553,317,Scratch,752,443,Dust,296,335,Dust,187,444,Scratch,643,186,Dust,627,401
2023-01-01T17:48:07	pn0022	0312	DNpn00220123286	OK	02,DNpn00220123286_inspection_image.bmp,
2023-01-01T17:48:20	pn0022	0312	DNpn00220123287	OK	02,DNpn00220123287_inspection_image.bmp,
2023-01-01T17:48:33	pn0022	0312	DNpn00220123288	NG	02,DNpn00220123288_inspection_image.bmp,Dent,175,432
2023-01-01T17:48:36	pn0022	0312	DNpn00220123289		
2023-01-01T17:49:23	pn0022	0312	DNpn00220123290	OK	02,DNpn00220123290_inspection_image.bmp,
2023-01-01T17:49:55	pn0022	0312	DNpn00220123291	NG	02,DNpn00220123291_inspection_image.bmp,Dent,618,212,Dust,692,414
2023-01-01T17:50:29	pn0022	0312	DNpn00220123292	NG	02,DNpn00220123292_inspection_image.bmp,Dent,214,328,Dust,552,464,Scratch,421,288
2023-01-01T17:52:04	pn0022	0312	DNpn00220123293		
2023-01-01T17:53:02	pn0022	0312	DNpn00220123294		
2023-01-01T17:53:39	pn0022	0312	DNpn00220123295	NG	02,DNpn00220123295_inspection_image.bmp,Dent,703,388,Dust,673,383,Dust,188,359
2023-01-01T17:54:18	pn0022	0312	DNpn00220123296	NG	02,DNpn00220123296_inspection_image.bmp,Dust,801,339,Dust,153,341,Scratch,274,382,Dent,915,394,Scratch,473,433
2023-01-01T17:54:38	pn0022	0312	DNpn00220123297	NG	02,DNpn00220123297_inspection_image.bmp,Dust,637,287,Dust,579,391,Scratch,846,405
2023-01-01T17:54:57	pn0022	0312	DNpn00220123298	OK	02,DNpn00220123298_inspection_image.bmp,
2023-01-01T17:55:45	pn0022	0312	DNpn00220123299	OK	02,DNpn00220123299_inspection_image.bmp,
2023-01-01T17:56:09	pn0022	0312	DNpn00220123300	OK	02,DNpn00220123300_inspection_image.bmp,
2023-01-01T17:57:25	pn0022	0312	DNpn00220123301	NG	02,DNpn00220123301_inspection_image.bmp,Scratch,205,347
2023-01-01T17:58:49	pn0022	0312	DNpn00220123302	NG	02,DNpn00220123302_inspection_image.bmp,Crack,463,380,Scratch,524,374
2023-01-01T17:58:54	pn0022	0312	DNpn00220123303		
2023-01-01T18:00:14	pn0022	0312	DNpn00220123304		
2023-01-01T18:00:26	pn0022	0312	DNpn00220123305	OK	02,DNpn00220123305_inspection_image.bmp,
2023-01-01T18:01:02	pn0022	0312	DNpn00220123306		
2023-01-01T18:03:27	pn0022	0312	DNpn00220123307	OK	02,DNpn00220123307_inspection_image.bmp,
2023-01-01T18:03:41	pn0022	0312	DNpn00220123308	NG	02,DNpn00220123308_inspection_image.bmp,Scratch,285,373,Scratch,761,424,Scratch,425,460,Dent,309,454,Dent,406,411
2023-01-01T18:04:39	pn0022	0312	DNpn00220123309	NG	02,DNpn00220123309_inspection_image.bmp,Dust,576,245
2023-01-01T18:05:42	pn0022	0312	DNpn00220123310	OK	02,DNpn00220123310_inspection_image.bmp,
2023-01-01T18:06:40	pn0022	0312	DNpn00220123311	NG	02,DNpn00220123311_inspection_image.bmp,Scratch,808,426,Scratch,722,303
2023-01-01T18:07:39	pn0022	0312	DNpn00220123312		
2023-01-01T18:09:13	pn0022	0312	DNpn00220123313	NG	02,DNpn00220123313_inspection_image.bmp,Dust,598,269,Dust,596,515,Crack,427,380,Crack,518,347,Dust,667,417,Crack,650,323
2023-01-01T18:10:30	pn0022	0312	DNpn00220123314	NG	02,DNpn00220123314_inspection_image.bmp,Crack,253,429
2023-01-01T18:11:22	pn0022	0312	DNpn00220123315	NG	02,DNpn00220123315_inspection_image.bmp,Dust,900,389,Dent,597,469,Scratch,562,275
2023-01-01T18:11:33	pn0022	0312	DNpn00220123316	NG	02,DNpn00220123316_inspection_image.bmp,Crack,569,427,Dent,604,337
2023-01-01T18:13:00	pn0022	0312	DNpn00220123317	OK	02,DNpn00220123317_inspection_image.bmp,
2023-01-01T18:13:41	pn0022	0312	DNpn00220123318	OK	02,DNpn00220123318_inspection_image.bmp,
2023-01-01T18:14:14	pn0022	0312	DNpn00220123319	NG	02,DNpn00220123319_inspection_image.bmp,Dent,758,440,Dent,604,163,Dent,576,373,Scratch,828,354,Scratch,630,159
2023-01-01T18:15:38	pn0022	0312	DNpn00220123320	OK	02,DNpn00220123320_inspection_image.bmp,
2023-01-01T18:18:35	pn0022	0312	DNpn00220123321	NG	02,DNpn00220123321_inspection_image.bmp,Dent,273,358,Crack,756,456,Crack,673,339,Dust,601,532
2023-01-01T18:19:05	pn0022	0312	DNpn00220123322	NG	02,DNpn00220123322_inspection_image.bmp,Dent,605,207,Crack,176,334,Dust,664,451
2023-01-01T18:20:17	pn0022	0312	DNpn00220123323	OK	02,DNpn00220123323_inspection_image.bmp,
2023-01-01T18:20:46	pn0022	0312	DNpn00220123324	OK	02,DNpn00220123324_inspection_image.bmp,
2023-01-01T18:20:56	pn0022	0312	DNpn00220123325	NG	02,DNpn00220123325_inspection_image.bmp,Scratch,808,452,Scratch,557,322,Dent,574,308,Crack,552,449,Crack,308,440,Dust,224,310
2023-01-01T18:22:32	pn0022	0312	DNpn00220123326	OK	02,DNpn00220123326_inspection_image.bmp,
2023-01-01T18:23:17	pn0022	0312	DNpn00220123327	NG	02,DNpn00220123327_inspection_image.bmp,Dent,600,543,Dent,631,308,Dent,482,280,Dent,557,411
2023-01-01T18:24:25	pn0022	0312	DNpn00220123328	NG	02,DNpn00220123328_inspection_image.bmp,Dent,772,425,Dust,615,244,Dent,100,353,Crack,255,410,Scratch,616,451,Dust,792,361
2023-01-01T18:26:38	pn0022	0312	DNpn00220123329	OK	02,DNpn00220123329_inspection_image.bmp,
2023-01-01T18:28:35	pn0022	0312	DNpn00220123330	OK	02,DNpn00220123330_inspection_image.bmp,
2023-01-01T18:29:25	pn0022	0312	DNpn00220123331	NG	02,DNpn00220123331_inspection_image.bmp,Dent,789,335,Scratch,500,338
2023-01-01T18:30:32	pn0022	0312	DNpn00220123332	NG	02,DNpn00220123332_inspection_image.bmp,Crack,207,363
2023-01-01T18:30:36	pn0022	0312	DNpn00220123333		
2023-01-01T18:30:43	pn0022	0312	DNpn00220123334	NG	02,DNpn00220123334_inspection_image.bmp,Scratch,149,348
2023-01-01T18:32:36	pn0022	0312	DNpn00220123335		
2023-01-01T18:33:06	pn0022	0312	DNpn00220123336	NG	02,DNpn00220123336_inspection_image.bmp,Crack,274,357,Dust,768,400
2023-01-01T18:33:35	pn0022	0312	DNpn00220123337	OK	02,DNpn00220123337_inspection_image.bmp,
2023-01-01T18:34:57	pn0022	0312	DNpn00220123338	NG	02,DNpn00220123338_inspection_image.bmp,Dent,601,489
2023-01-01T18:38:48	pn0022	0312	DNpn00220123339	OK	02,DNpn00220123339_inspection_image.bmp,
2023-01-01T18:38:51	pn0022	0312	DNpn00220123340	NG	02,DNpn00220123340_inspection_image.bmp,Dent,404,457
2023-01-01T18:42:38	pn0022	0312	DNpn00220123341	OK	02,DNpn00220123341_inspection_image.bmp,
2023-01-01T18:43:47	pn0022	0312	DNpn00220123342	NG	02,DNpn00220123342_inspection_image.bmp,Dust,528,329,Dust,868,363
2023-01-01T18:44:30	pn0022	0312	DNpn00220123343		
2023-01-01T18:44:45	pn0022	0312	DNpn00220123344		
2023-01-01T18:45:57	pn0022	0312	DNpn00220123345	NG	02,DNpn00220123345_inspection_image.bmp,Dent,602,363,Dent,341,316,Crack,773,369,Dust,560,457,Dust,590,565
2023-01-01T18:49:33	pn0022	0312	DNpn00220123346	NG	02,DNpn00220123346_inspection_image.bmp,Scratch,880,412
2023-01-01T18:49:36	pn0022	0312	DNpn00220123347		
2023-01-01T18:53:44	pn0022	0312	DNpn00220123348	OK	02,DNpn00220123348_inspection_image.bmp,
2023-01-01T18:55:59	pn0022	0312	DNpn00220123349		
2023-01-01T18:56:18	pn0022	0312	DNpn00220123350	OK	02,DNpn00220123350_inspection_image.bmp,
2023-01-01T18:56:57	pn0022	0312	DNpn00220123351	NG	02,DNpn00220123351_inspection_image.bmp,Crack,148,313,Scratch,653,445
2023-01-01T18:57:56	pn0022	0312	DNpn00220123352	NG	02,DNpn00220123352_inspection_image.bmp,Crack,331,396,Dust,254,341
2023-01-01T18:59:05	pn0022	0312	DNpn00220123353	NG	02,DNpn00220123353_inspection_image.bmp,Crack,238,295
2023-01-01T19:00:21	pn0022	0312	DNpn00220123354		
2023-01-01T19:01:34	pn0022	0312	DNpn00220123355	NG	02,DNpn00220123355_inspection_image.bmp,Scratch,603,205,Dent,641,380,Crack,602,504
2023-01-01T19:04:28	pn0022	0312	DNpn00220123356		
2023-01-01T19:04:51	pn0022	0312	DNpn00220123357		
2023-01-01T19:05:41	pn0022	0312	DNpn00220123358	NG	02,DNpn00220123358_inspection_image.bmp,Dent,480,366
2023-01-01T19:06:06	pn0022	0312	DNpn00220123359	OK	02,DNpn00220123359_inspection_image.bmp,
2023-01-01T19:06:41	pn0022	0312	DNpn00220123360	NG	02,DNpn00220123360_inspection_image.bmp,Dust,361,297
2023-01-01T19:11:57	pn0022	0312	DNpn00220123361	NG	02,DNpn00220123361_inspection_image.bmp,Scratch,617,272
2023-01-01T19:12:00	pn0022	0312	DNpn00220123362	OK	02,DNpn00220123362_inspection_image.bmp,
2023-01-01T19:13:01	pn0022	0312	DNpn00220123363	OK	02,DNpn00220123363_inspection_image.bmp,
2023-01-01T19:13:13	pn0022	0312	DNpn00220123364	NG	02,DNpn00220123364_inspection_image.bmp,Dust,702,322,Dent,264,410,Scratch,567,484,Dent,643,285,Crack,736,372,Dent,630,318
2023-01-01T19:14:01	pn0022	0312	DNpn00220123365	OK	02,DNpn00220123365_inspection_image.bmp,
2023-01-01T19:15:26	pn0022	0312	DNpn00220123366	OK	02,DNpn00220123366_inspection_image.bmp,
2023-01-01T19:15:54	pn0022	0312	DNpn00220123367	NG	02,DNpn00220123367_inspection_image.bmp,Crack,239,414
2023-01-01T19:16:05	pn0022	0312	DNpn00220123368		
2023-01-01T19:17:05	pn0022	0312	DNpn00220123369	OK	02,DNpn00220123369_inspection_image.bmp,
2023-01-01T19:17:31	pn0022	0312	DNpn00220123370	NG	02,DNpn00220123370_inspection_image.bmp,Dust,413,460,Dent,539,336,Dust,855,380,Dent,174,401,Scratch,602,509
2023-01-01T19:18:15	pn0022	0312	DNpn00220123371		
2023-01-01T19:19:45	pn0022	0312	DNpn00220123372	OK	02,DNpn00220123372_inspection_image.bmp,
2023-01-01T19:20:57	pn0022	0312	DNpn00220123373	NG	02,DNpn00220123373_inspection_image.bmp,Dust,640,434,Crack,375,388
2023-01-01T19:20:57	pn0022	0312	DNpn00220123374		
2023-01-01T19:22:38	pn0022	0312	DNpn00220123375	OK	02,DNpn00220123375_inspection_image.bmp,
2023-01-01T19:25:17	pn0022	0312	DNpn00220123376	NG	02,DNpn00220123376_inspection_image.bmp,Dent,565,582,Scratch,396,369,Scratch,512,353
2023-01-01T19:28:31	pn0022	0312	DNpn00220123377		
2023-01-01T19:28:59	pn0022	0312	DNpn00220123378	OK	02,DNpn00220123378_inspection_image.bmp,
2023-01-01T19:30:39	pn0022	0312	DNpn00220123379	OK	02,DNpn00220123379_inspection_image.bmp,
2023-01-01T19:31:30	pn0022	0312	DNpn00220123380	NG	02,DNpn00220123380_inspection_image.bmp,Scratch,214,370,Crack,672,392,Crack,191,343,Scratch,276,329,Crack,749,391,Dust,619,187
2023-01-01T19:35:13	pn0022	0312	DNpn00220123381		
2023-01-01T19:37:09	pn0022	0312	DNpn00220123382		
2023-01-01T19:37:34	pn0022	0312	DNpn00220123383	OK	02,DNpn00220123383_inspection_image.bmp,
2023-01-01T19:37:51	pn0022	0312	DNpn00220123384	NG	02,DNpn00220123384_inspection_image.bmp,Crack,587,249,Dust,616,458
2023-01-01T19:39:25	pn0022	0312	DNpn00220123385	NG	02,DNpn00220123385_inspection_image.bmp,Dent,576,271,Scratch,159,403,Dust,350,385,Scratch,329,311
2023-01-01T19:40:10	pn0022	0312	DNpn00220123386	OK	02,DNpn00220123386_inspection_image.bmp,
2023-01-01T19:40:34	pn0022	0312	DNpn00220123387	NG	02,DNpn00220123387_inspection_image.bmp,Dent,641,348,Dent,572,212,Crack,177,453,Crack,366,369,Scratch,588,406,Dent,664,460
2023-01-01T19:40:37	pn0022	0312	DNpn00220123388	NG	02,DNpn00220123388_inspection_image.bmp,Crack,227,452,Dust,594,254
2023-01-01T19:41:36	pn0022	0312	DNpn00220123389	NG	02,DNpn00220123389_inspection_image.bmp,Crack,659,312
2023-01-01T19:45:28	pn0022	0312	DNpn00220123390	OK	02,DNpn00220123390_inspection_image.bmp,
2023-01-01T19:47:22	pn0022	0312	DNpn00220123391	OK	02,DNpn00220123391_inspection_image.bmp,
2023-01-01T19:47:43	pn0022	0312	DNpn00220123392	NG	02,DNpn00220123392_inspection_image.bmp,Crack,535,394
2023-01-01T19:48:12	pn0022	0312	DNpn00220123393	NG	02,DNpn00220123393_inspection_image.bmp,Crack,224,426
2023-01-01T19:48:21	pn0022	0312	DNpn00220123394		
2023-01-01T19:48:47	pn0022	0312	DNpn00220123395	NG	02,DNpn00220123395_inspection_image.bmp,Scratch,649,443,Dent,121,383,Dent,880,398
2023-01-01T19:51:07	pn0022	0312	DNpn00220123396	NG	02,DNpn00220123396_inspection_image.bmp,Dust,593,379
2023-01-01T19:54:11	pn0022	0312	DNpn00220123397		
2023-01-01T19:54:30	pn0022	0312	DNpn00220123398		
2023-01-01T19:57:10	pn0022	0312	DNpn00220123399	NG	02,DNpn00220123399_inspection_image.bmp,Dust,736,434
