id	quantity_jp	quantity_en	unit	type	base	conversion	denominator	offset	created_at	updated_at
3402	比面積	Specific Area	cm2/g	Real	3400	10000	1000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3500	粘度	Viscosity	Pa·s	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3501	粘度	Viscosity	µPa·s	Real	3500	0.000001			2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3502	粘度	Viscosity	mPa·s	Real	3500	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3503	粘度	Viscosity	P	Real	3500	0.01	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3504	粘度	Viscosity	cP	Real	3500	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3510	粘度	Viscosity	Pa s	Real	3500				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3511	粘度	Viscosity	µPa s	Real	3501				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3512	粘度	Viscosity	mPa s	Real	3502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3513	粘度	Viscosity	Pa・s	Real	3500				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3514	粘度	Viscosity	µPa・s	Real	3501				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3515	粘度	Viscosity	mPa・s	Real	3502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3516	粘度	Viscosity	Pa*s	Real	3500				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3517	粘度	Viscosity	µPa*s	Real	3501				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3518	粘度	Viscosity	mPa*s	Real	3502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3519	粘度	Viscosity	Pa-s	Real	3500				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3520	粘度	Viscosity	µPa-s	Real	3501				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3521	粘度	Viscosity	mPa-s	Real	3502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3600	動粘度	Dynamic Viscosity 	m2/s	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3610	動粘度	Dynamic Viscosity 	St	Real	3600	0.0001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3700	質量流量	Mass Flow Rate	g/s	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3701	質量流量	Mass Flow Rate	mg/s	Real	3700	0.001	1		2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3702	質量流量	Mass Flow Rate	kg/s	Real	3700	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3703	質量流量	Mass Flow Rate	g/min	Real	3700	1	60	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3704	質量流量	Mass Flow Rate	mg/min	Real	3700	0.001	60		2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3705	質量流量	Mass Flow Rate	kg/min	Real	3700	1000	60	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3710	質量流量	Mass Flow Rate	Pa·m3/s	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3711	質量流量	Mass Flow Rate	SLM	Real	3710	101.325	60	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3712	質量流量	Mass Flow Rate	sccm	Real	3710	0.101325	60	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3720	質量流量	Mass Flow Rate	atm·cm3/min	Real	3710	0.101325	60	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3721	質量流量	Mass Flow Rate	atm cm3/min	Real	3720				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3722	質量流量	Mass Flow Rate	atm・cm3/min	Real	3720				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3723	質量流量	Mass Flow Rate	atm*cm3/min	Real	3720				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
3724	質量流量	Mass Flow Rate	atm-cm3/min	Real	3720				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4000	電流	Electric Current	A	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4001	電流	Electric Current	nA	Real	4000	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4002	電流	Electric Current	µA	Real	4000	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4003	電流	Electric Current	mA	Real	4000	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4004	電流	Electric Current	kA	Real	4000	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4010	電流密度	Current Density	A/m2	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4020	電流密度	Current Density	A/cm2	Real	4010	1	0.0001	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4021	電流密度	Current Density	nA/cm2	Real	4010	0.000000001	0.0001	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4022	電流密度	Current Density	µA/cm2	Real	4010	0.000001	0.0001	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4023	電流密度	Current Density	mA/cm2	Real	4010	0.001	0.0001	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4024	電流密度	Current Density	kA/cm2	Real	4010	1000	0.0001	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4050	磁界強度	Magnetic Field Strength	A/m	Real			1000		2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4051	磁界強度	Magnetic Field Strength	mA/m	Real	4050	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4052	磁界強度	Magnetic Field Strength	kA/m	Real	4050	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4053	磁界強度	Magnetic Field Strength	Oe			250	3.141592654		2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4100	電荷/電気量	Electric Charge	C	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4101	電荷/電気量:ファラデー	Electric Charge: Faraday	F	Real	4100	96485.3383	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4110	表面電荷密度/電束密度/電気変位	Surface Charge Density/Electric Flux Density/Displacement	C/m2	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4120	電荷密度	Electric Charge Density	C/m3	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4150	照射線量・曝露(X線/γ線)	Exposure (X/γ-rays)	C/kg	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4200	電圧/起電力	Voltage, EMF	V	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4201	電圧/起電力	Voltage, EMF	pV	Real	4200	0.000000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4202	電圧/起電力	Voltage, EMF	nV	Real	4200	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4203	電圧/起電力	Voltage, EMF	µV	Real	4200	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4204	電圧/起電力	Voltage, EMF	mV	Real	4200	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4205	電圧/起電力	Voltage, EMF	kV	Real	4200	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4206	電圧/起電力	Voltage, EMF	MV	Real	4200	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4250	電界強度	Electric Field Strength	V/m	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4300	静電容量	Capacitance	F	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4301	静電容量	Capacitance	fF	Real	4300	0.000000000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4302	静電容量	Capacitance	pF	Real	4300	0.000000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4303	静電容量	Capacitance	nF	Real	4300	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4304	静電容量	Capacitance	µF	Real	4300	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4305	静電容量	Capacitance	mF	Real	4300	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4350	誘電率	Permittivity	F/m	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4400	電気抵抗	Resistance/Impedance/Reactance	Ω	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4401	電気抵抗	Resistance/Impedance/Reactance	µΩ	Real	4400	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4402	電気抵抗	Resistance/Impedance/Reactance	mΩ	Real	4400	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4403	電気抵抗	Resistance/Impedance/Reactance	kΩ	Real	4400	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4404	電気抵抗	Resistance/Impedance/Reactance	MΩ	Real	4400	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4405	電気抵抗	Resistance/Impedance/Reactance	ohm	Real	4400				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4500	コンダクタンス	Electrical Conductance	S	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4501	コンダクタンス	Electrical Conductance	µS	Real	4500	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4502	コンダクタンス	Electrical Conductance	mS	Real	4500	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4503	コンダクタンス	Electrical Conductance	kS	Real	4500	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4504	コンダクタンス	Electrical Conductance	MS	Real	4500	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4510	コンダクタンス	Electrical Conductance	1/Ω	Real	4500	1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4511	コンダクタンス	Electrical Conductance	Ω^-1	Real	4510				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4512	コンダクタンス	Electrical Conductance	1/ohm	Real	4510				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4513	コンダクタンス	Electrical Conductance	ohm-1	Real	4510				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4600	磁束	Magnetic Flux	Wb	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4601	磁束	Magnetic Flux	µWb	Real	4600	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4602	磁束	Magnetic Flux	mWb	Real	4600	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4700	磁束密度	Magnetic Flux Density	T	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4701	磁束密度	Magnetic Flux Density	nT	Real	4700	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4702	磁束密度	Magnetic Flux Density	µT	Real	4700	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4703	磁束密度	Magnetic Flux Density	mT	Real	4700	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4710	磁束密度	Magnetic Flux Density	gauss	Real	4700	0.0001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4711	磁束密度	Magnetic Flux Density	mG	Real	4700	0.0000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4712	磁束密度	Magnetic Flux Density	γ	Real	4700	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4800	インダクタンス	Inductance	H	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4801	インダクタンス	Inductance	pH	Real	4800	0.000000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4802	インダクタンス	Inductance	nH	Real	4800	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4803	インダクタンス	Inductance	µH	Real	4800	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4804	インダクタンス	Inductance	mH	Real	4800	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
4850	透磁率	Permeability	H/m	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5000	熱力学温度	Thermodynamic Temperature	K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5100	セルシウス温度	Celsius Temperature	℃	Real	5000	1	1	-273.15	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5101	ファーレンハイト温度	Fahrenheit Temperature	℉	Real	5000	9	5	-459.67	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5110	温度	Temperature	°C	Real	5100				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5111	温度	Temperature	degC	Real	5100				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5112	温度	Temperature	degreeC	Real	5100				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5115	温度	Temperature	°F	Real	5101				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5116	温度	Temperature	degF	Real	5101				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5117	温度	Temperature	degreeF	Real	5101				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5200	熱容量/エントロピ	Heat Capacity/Entropy	J/K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5300	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/g·K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5301	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/kg·K	Real	5300	1	1000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5310	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/g K	Real	5300				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5311	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/kg K	Real	5301				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5315	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/g・K	Real	5300				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5316	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/kg・K	Real	5301				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5320	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/g*K	Real	5310				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5321	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/kg*K	Real	5311				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5325	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/g-K	Real	5315				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5326	比熱容量/比エントロピ	Specific Heat Capacity/Entropy	J/kg-K	Real	5316				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5400	熱伝導率	Thermal Conductivity	W/m·K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5401	熱伝導率	Thermal Conductivity	kcal/m·h·℃	Real	5400	4180	3600	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5402	熱伝導率	Thermal Conductivity	cal/cm·s·℃	Real	5400	4.184	0.01	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5410	熱伝導率	Thermal Conductivity	W/m K	Real	5400				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5411	熱伝導率	Thermal Conductivity	kcal/m h ℃	Real	5401				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5412	熱伝導率	Thermal Conductivity	cal/m s ℃	Real	5402				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5415	熱伝導率	Thermal Conductivity	W/m・K	Real	5400				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5416	熱伝導率	Thermal Conductivity	kcal/m・h・℃	Real	5401				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5417	熱伝導率	Thermal Conductivity	cal/m・s・℃	Real	5402				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5420	熱伝導率	Thermal Conductivity	W/m*K	Real	5401				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5421	熱伝導率	Thermal Conductivity	kcal/m*h*℃	Real	5402				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5422	熱伝導率	Thermal Conductivity	cal/m*s*℃	Real	5410				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5425	熱伝導率	Thermal Conductivity	W/m-K	Real	5411				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5426	熱伝導率	Thermal Conductivity	kcal/m-h-℃	Real	5412				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5427	熱伝導率	Thermal Conductivity	cal/m-s-℃	Real	5415				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5500	熱膨張係数	Thermal Expansion Cofficient	1/K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5501	熱膨張係数	Thermal Expansion Cofficient	1/℃	Real	5500	1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5502	熱膨張係数	Thermal Expansion Cofficient	10^-6/K	Real	5500	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5503	熱膨張係数	Thermal Expansion Cofficient	10^-6/℃	Real	5500	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5504	熱膨張係数	Thermal Expansion Cofficient	ppm/K	Real	5502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
5505	熱膨張係数	Thermal Expansion Cofficient	ppm/℃	Real	5502				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6000	物理量	Amount of Substance	mol	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6100	モル濃度	Molar Concentration	mol/m3	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6101	モル濃度	Molar Concentration	mol/L	Real	6100	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6200	モルエネルギ	Molar Energy	J/mol	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6300	モルエントロピ/モル熱容量	Molar Entropy/Molar Heat Capacity	J/mol·K	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6500	酵素活性	Catalytic Activity	kat	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
6510	触媒活性濃度	Catalytic Activity Concentration	kat/m3	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7000	光度	Luminous Intensity	cd	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7001	光度	Luminous Intensity	mcd	Real	7000	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7002	光度	Luminous Intensity	kcd	Real	7000	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7010	輝度	Luminance	cd/m2	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7011	輝度	Luminance	kcd/m2	Real	7002	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7100	光束	Luminous Flux	lm	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7101	光束	Luminous Flux	klm	Real	7100	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7150	放射強度	Radiant Intensity	W/sr	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7160	放射輝度	Radiance	W/m2·sr	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7161	放射輝度	Radiance	W/m2sr	Real	7160				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7162	放射輝度	Radiance	W/m2 sr	Real	7160				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7163	放射輝度	Radiance	W/m2・sr	Real	7160				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7164	放射輝度	Radiance	W/m2-sr	Real	7160				2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7200	照度	Illuminance	lx	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7201	照度	Illuminance	mlx	Real	7200	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7202	照度	Illuminance	klx	Real	7200	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7203	照度	Illuminance	Mlx	Real	7200	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7300	放射能	Activity referred to Radionuclide	Bq	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7301	放射能	Activity referred to Radionuclide	kBq	Real	7300	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7302	放射能	Activity referred to Radionuclide	MBq	Real	7300	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7310	放射能	Activity referred to Radionuclide	Ci	Real	7300	37000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7400	吸収線量	Absorbed Dose	Gy	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7401	吸収線量	Absorbed Dose	µGy	Real	7400	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7402	吸収線量	Absorbed Dose	mGy	Real	7400	0.001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7410	吸収線量率	Absorbed Dose Rate	Gy/s	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7500	線量当量	Equivalent Dose	Sv	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7501	線量当量	Equivalent Dose	nSv	Real	7500	0.000000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7502	線量当量	Equivalent Dose	µSv	Real	7500	0.000001	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
7503	線量当量	Equivalent Dose	mSv	Real	7500	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8000	パーセント	Percentage	%	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8001	パーセント	Percentage	wt%	Real		1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8002	パーセント	Percentage	vol%	Real		1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8003	パーセント	Percentage	mol%	Real		1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8004	パーミル	Permille	‰	Real		100	1000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8005	分率	Parts-per-million	ppm	Real		100	1000000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8006	分率	Parts-per-billion	ppb	Real		100	1000000000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8007	分率	Parts-per-trillion	ppt	Real		100	1000000000000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8008	分率	Parts-per-quadrillion	ppq	Real		100	1000000000000000	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8100	ベル	Decibel	B	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8101	デシベル	Decibel	dB	Real		10	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8200	情報量	Amount of Information	bit	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8210	情報量	Amount of Information	Byte	Int	8200	8	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8211	情報量	Amount of Information	kB	Int	8210	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8212	情報量	Amount of Information	MB	Int	8210	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8213	情報量	Amount of Information	GB	Int	8210	1000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8214	情報量	Amount of Information	TB	Int	8210	1000000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8215	情報量	Amount of Information	PB	Int	8210	1000000000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8220	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	kiB	Int	8210	1024	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8221	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	MiB	Int	8210	1048576	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8222	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	GiB	Int	8210	1073741824	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8223	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	TiB	Int	8210	1099510000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8224	データサイズ(IEC 80000-13)	Data Size (IEC 80000-13)	PiB	Int	8210	1125900000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8230	通信速度	Communication Speed	bps	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8231	通信速度	Communication Speed	kbps	Real	8230	1000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8232	通信速度	Communication Speed	Mbps	Real	8230	1000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8233	通信速度	Communication Speed	Tbps	Real	8230	1000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8234	通信速度	Communication Speed	Pbps	Real	8230	1000000000000	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8300	通貨	Currency	JPY	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8301	通貨	Currency	USD	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8302	通貨	Currency	EUR	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8303	通貨	Currency	GBP	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8304	通貨	Currency	CNY	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8500	数量	Quantity (Count)	pcs	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8501	数量	Quantity (Count)	times	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8502	数量	Quantity (Count)	pulse	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8503	数量	Quantity (Count)	pixel	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8504	数量	Quantity (Count)	shot	Int					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8540	人工	Manpower	man-hr	Real					2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
8541	人工	Manpower	人工	Real	8540	1	1	0	2024-02-16 05:43:41.176647	2024-02-16 05:43:41.176647
