"Serial"	"datetime"	"Pre-PressfitLoad"	"AssemblyAngle"	"PressfitLoad"	"AdjAmount_1"	"AdjAmount_2"	"Flowrate"	"X1"	"Y1"	"L1"	"OilLeak"	"PartNo"	"EqNo"
202203210703399	2022-03-22 13:39:40	0.79	0.44	1.8	14.15	40.63	1064.71	-0.8	-17.6	81.5	0.01	101	2
202203210703482	2022-03-22 13:46:01	0.67	0.7	1.8	9.56	44.18	1072.51	0.1	-18.7	81.9	2.23	101	1
202203210703443	2022-03-22 13:56:43	1.1	0.3	1.8	8.15	46.08	1070.56	0.5	-16.7	79.1	0.03	101	1
202203210703400	2022-03-22 13:57:29	0.76	0.23	1.8	11.73	41.85	1071.01	1.6	-16.8	79.7	0	101	1
202203210703506	2022-03-22 13:58:42	0.8	0.71	1.8	10.3	44.01	1070.06	2	-14.4	76.7	0	101	1
202203210703423	2022-03-22 14:02:09	1.25	0.52	1.7	14.12	40.76	1074.76	0.6	-17.1	79.7	0	101	2
202203210703351	2022-03-22 14:05:48	0.76	0.68	1.8	8.44	45.32	1062.12	0	-16.8	79.3	-0.05	101	2
202203210703424	2022-03-22 14:18:47	1.21	0.37	1.8	5.67	47.07	1061.54	0.9	-16.8	80.1	0.04	101	1
202203210703352	2022-03-22 14:24:45	0.93	0.19	1.8	9.77	44.83	1074.26	1	-15.7	79.1	0.1	101	1
202203210703375	2022-03-22 14:26:59	0.66	0.74	1.8	12.21	42.02	1065.61	-1	-15.1	79.1	0	101	2
202203210703303	2022-03-22 14:30:23	1.14	1.23	1.8	9.94	44.49	1073.6	0.9	-16.3	79	-0.01	101	2
202203210703304	2022-03-22 14:37:44	1.17	0.84	1.8	14.17	41.78	1062.27	0.4	-17	81.8	-0.03	101	1
202203210703376	2022-03-22 14:41:25	0.69	0.4	1.8	9.3	44.17	1075.99	1.6	-17.1	81.7	0.05	101	1
202203210703327	2022-03-22 14:47:22	0.99	0.57	1.8	8.69	44.68	1066.89	-0.6	-15.7	80	0	101	2
202203210703411	2022-03-22 14:49:22	1.31	0.7	1.8	12.42	41.31	1072.42	-0.1	-17.7	79.5	0.03	101	2
202203210703387	2022-03-22 14:49:22	0.64	0.82	1.8	9.36	44.5	1059.19	-0.8	-15	78.8	0.08	101	2
202203210703339	2022-03-22 15:03:15	0.95	0.9	1.8	16.21	37.77	1066.91	0.3	-14.9	79.7	0.1	101	2
202203210703328	2022-03-22 15:06:21	1.02	0.4	1.8	12.2	43.1	1077.09	2.6	-14.5	72.8	0.02	101	1
202203210703401	2022-03-22 15:07:07	0.81	1.09	1.8	13.14	40.86	1077.34	2.1	-14.9	79.9	0.01	101	1
202203210703291	2022-03-22 15:12:00	1.06	0.5	1.8	14.97	39.41	1073.75	-0.4	-16.2	77.5	-0.01	101	2
202203210703353	2022-03-22 15:12:46	1.06	0.94	1.8	10.38	43.28	1071.27	0.1	-15.6	78.6	-0.05	101	1
202203210703377	2022-03-22 15:23:18	0.82	1.22	1.8	8.9	45.29	1067.4	1.2	-17.5	78	0	101	1
202203210703315	2022-03-22 15:29:05	1.07	0.8	1.8	12.61	41.56	1053.79	-1.1	-15.1	77.4	-0.02	101	2
202203210703392	2022-03-22 15:32:16	0.71	1.01	1.8	12.4	40.47	1049.63	-0.5	-17	76.8	0.03	101	2
202203210703344	2022-03-22 15:32:24	0.78	0.95	1.8	10.62	44.04	1067	0.4	-17.2	79.8	-0.02	101	2
202203210703416	2022-03-22 15:33:11	0.98	0.71	1.8	10.71	43.03	1075.4	1	-16.1	79	-0.06	101	2
202203210703329	2022-03-22 15:39:49	1.25	0.83	1.8	10.48	42.92	1070.04	0.7	-16.1	77.4	-0.05	101	1
202203210703415	2022-03-22 15:43:26	0.99	0.45	1.8	8.82	44.6	1064.35	1.6	-18	78	0.06	101	1
202203210703296	2022-03-22 15:47:40	0.72	0.92	1.8	14.85	39.15	1063.78	-0.5	-13.6	76.4	-0.11	101	2
202203210703367	2022-03-22 15:48:09	0.79	0.68	1.8	13.5	40.48	1069.7	1.8	-16.1	76.2	0	101	1
202203210703439	2022-03-22 15:49:10	0.95	0.93	1.8	14.4	39.98	1062.14	1.4	-16.4	77.2	-0.02	101	1
202203210703368	2022-03-22 15:54:41	0.68	0.44	1.8	13.3	40.98	1073.13	0.8	-14.5	79.3	-0.02	101	2
202203210703319	2022-03-22 15:58:56	1.05	0.61	1.8	13.11	41.45	1064.33	1.5	-15	78.1	-0.04	101	1
202203210703320	2022-03-22 16:05:32	0.92	0.62	1.8	10.91	43.69	1066.41	-1.4	-16	77.6	-0.01	101	2
202203210703402	2022-03-22 16:06:57	0.73	0.74	1.8	14.48	40.24	1055.92	-0.6	-16.2	78	0.06	101	2
202203210703391	2022-03-22 16:15:53	0.77	-0.38	1.8	15.43	40.34	1085.07	1.2	-14.4	79.6	-0.06	101	1
202203210703343	2022-03-22 16:21:54	1.07	0.33	1.8	12.89	40.14	1078.19	0.7	-16.3	79.1	0.08	101	1
202203210703426	2022-03-22 16:34:12	0.94	0.77	1.7	9.92	43.58	1054.61	-1.4	-17.6	78.7	0	101	2
202203210703354	2022-03-22 16:38:02	1.07	0.77	1.8	13.2	40.48	1066.28	0.5	-15.5	78.8	-0.06	102	2
202203210703481	2022-03-22 16:45:15	1.24	0.66	1.8	11.36	42.51	1068.9	0.7	-16.6	77.8	-0.01	102	2
202203210703378	2022-03-22 16:47:09	0.86	0.86	1.8	10.43	43.43	1066.99	-0.2	-16.1	79	-0.04	102	2
202203210703427	2022-03-22 16:47:46	1.06	0.77	1.8	6.37	46.38	1061.94	0.8	-17.4	78.8	0.05	102	1
202203210703355	2022-03-22 16:58:38	0.94	0.51	1.8	7.71	45.19	1067.3	0.8	-17.6	76.2	0	102	1
202203210703379	2022-03-22 17:05:25	0.93	0.79	1.8	9.69	42.54	1056.17	1.9	-15.9	80.9	0.08	102	1
202203210703540	2022-03-22 17:16:26	0.74	0.58	1.8	14.17	41.22	1068.44	0.2	-15.6	79.4	-0.01	102	2
202203210703307	2022-03-22 17:22:47	1.12	0.68	1.8	12.57	42.03	1074.38	1	-15.5	76.8	-0.08	102	1
202203210703434	2022-03-22 17:24:16	1.09	0.71	1.8	8.24	46.2	1065.86	2.1	-16.6	80.9	-0.01	102	1
202203210703331	2022-03-22 17:27:32	0.93	1.22	1.8	10.84	43.66	1080.05	3	-15.9	81.9	-0.13	102	1
202203210703517	2022-03-22 17:30:13	0.8	0.21	1.8	10.99	43.57	1072.33	-0.8	-15.3	80.5	-0.01	102	2
202203210703457	2022-03-22 17:30:13	1.21	1.07	1.8	12.75	41.6	1075.1	1.9	-16.5	79.8	0.04	102	2
202203210703493	2022-03-22 17:34:41	0.82	-0.27	1.7	11.14	43.49	1072.85	0.9	-19	81	0.15	102	2
202203210703445	2022-03-22 17:34:52	1.34	1.24	1.8	13.61	39.87	1072.37	-0.8	-16.5	82.2	0.02	102	2
202203210703516	2022-03-22 17:48:34	0.71	0.88	1.8	10.9	43.23	1066.2	0.1	-18.9	83.6	-0.12	102	1
202203210703469	2022-03-22 18:00:04	1.21	0.09	1.8	10.49	43.72	1062.67	0	-18.2	80.5	-0.02	102	2
202203210703492	2022-03-22 18:16:49	0.76	0.62	1.8	8.35	43.96	1066.57	-0.6	-15.7	74.9	0.05	102	2
202203210703528	2022-03-22 18:30:08	0.72	0.94	1.8	12.54	41.69	1071.49	-0.4	-16.2	79.1	0.07	102	2
202203210703480	2022-03-22 18:36:04	0.96	0.72	1.8	11.08	42.95	1063.07	1.1	-18.7	80.5	0.08	102	2
202203210703470	2022-03-22 18:39:27	0.95	0.74	1.8	8.74	44.51	1066.38	1.9	-14.9	77.8	-0.02	102	1
202203210703518	2022-03-22 18:42:21	0.76	0.91	1.8	10.38	44.29	1068.31	1.2	-20	82.2	0.11	102	1
202203210703539	2022-03-22 18:45:09	0.71	0.87	1.8	13.16	41.45	1062.84	1.2	-15.7	79.1	-0.08	102	1
202203210703444	2022-03-22 18:45:34	1.05	1.12	1.7	5.85	46.17	1051.46	-0.2	-16	76	-0.04	102	2
202203210703494	2022-03-22 18:50:46	0.97	0.68	1.7	10.07	44.14	1063.64	1.4	-14.5	77.8	-0.04	102	1
202203210703446	2022-03-22 18:51:54	1.1	0.87	1.8	11.14	41.53	1065.85	1	-20.4	82.3	0.09	102	1
202203210703485	2022-03-22 18:52:46	1.21	0.42	1.8	15.88	38.7	1070.71	0.1	-18.7	81.3	-0.03	102	2
202203210703504	2022-03-22 19:01:36	0.71	0.62	1.8	10.65	43.21	1077.15	0	-14.7	77.9	0.02	102	2
202203210703432	2022-03-22 19:03:02	1.22	0.54	1.7	15.57	39.65	1083.75	1.7	-17.9	82.6	0.13	102	1
202203210703456	2022-03-22 19:05:53	1.37	0.68	1.8	12.18	41.6	1071.69	-1.3	-18.6	84.6	0.06	102	2
202203210703437	2022-03-22 19:06:16	1.13	0.64	1.8	9.41	44.05	1066.24	0.3	-17.6	81.5	0.01	102	2
202203210703509	2022-03-22 19:10:21	0.97	0.54	1.7	6.98	45.93	1056.69	1.8	-13.9	76.5	0.04	102	1
202203210703508	2022-03-22 19:11:21	0.83	0.43	1.8	9.23	44.74	1072.45	2	-16.9	78.5	-0.06	102	1
202203210703460	2022-03-22 19:19:02	1.08	0.79	1.8	8.56	43.79	1051.45	1.2	-14.8	78.1	-0.05	102	1
202203210703461	2022-03-22 19:22:19	1.24	0.5	1.8	13.47	40.32	1065.89	-1.1	-14.2	75.2	-0.03	102	2
202203210703541	2022-03-22 19:41:47	0.71	0.62	1.8	15.24	39.08	1057.91	0.5	-15.7	75.6	-0.01	102	2
202203210703471	2022-03-22 19:42:21	1.02	0.59	1.8	6.68	45.39	1053.18	-1.5	-19	81.7	-0.03	102	2
202203210703484	2022-03-22 19:46:08	1.05	0.91	1.8	10.09	45.4	1069.09	1.1	-15.8	77.9	0	102	1
202203210703520	2022-03-22 19:50:10	0.73	0.93	1.8	11.34	41.42	1062.65	0	-16.5	82.4	0.22	102	1
202203210703544	2022-03-22 19:56:26	0.71	0.78	1.8	10.48	43.02	1084.3	1.3	-18.2	78.3	0.05	102	1
202203210703495	2022-03-22 20:01:40	0.8	-0.09	1.8	13	41.37	1070.55	-0.8	-15.7	77.9	0	102	2
202203210703472	2022-03-22 20:02:37	1.12	0.7	1.8	9.1	44.92	1072.47	1.6	-14.6	78.7	0	102	1
202203210703531	2022-03-22 20:11:48	0.67	0.68	1.8	13.39	40.9	1069	-2.9	-18.6	83.3	-0.01	102	2
202203210703546	2022-03-22 20:11:59	0.68	1.32	1.8	13.87	41.15	1059.32	0.3	-14.8	79.4	-0.01	102	1
202203210703447	2022-03-22 20:31:31	1.27	0.92	1.8	11.85	42.49	1062.11	0.6	-17.4	80	-0.04	102	2
202203210703496	2022-03-22 20:34:35	0.92	0.79	1.8	10.74	43.62	1067.48	1.9	-14.8	75.3	0	102	1
202203210703448	2022-03-22 20:43:56	1.18	0.73	1.8	8.71	44.96	1074.52	-0.3	-14	78.3	-0.02	102	1
202203210703435	2022-03-22 20:47:08	1.17	0.8	1.8	12.61	41.94	1067.52	0.2	-16	78	0	102	2
202203210703507	2022-03-22 20:48:19	0.88	0.89	1.8	8.06	45.99	1056.05	-0.2	-17.8	76.3	-0.04	102	2
202203210703449	2022-03-22 20:54:40	1.23	1.08	1.8	10	42.76	1059.99	1.8	-14.8	77.3	0	102	1
202203210703511	2022-03-22 20:55:07	1	0.47	1.7	11.8	41.92	1063.51	0.3	-15.5	75.7	-0.04	102	2
202203210703521	2022-03-22 20:55:41	0.82	0.77	1.8	7.66	45.82	1072.49	0.5	-14	78.3	-0.01	102	1
202203210703535	2022-03-22 20:56:45	0.77	0.22	1.8	16.42	38.12	1063.35	-0.1	-14.7	76.7	0	102	2
202203210703463	2022-03-22 20:57:03	0.86	0.72	1.8	11.8	41.9	1062.99	-1.6	-15.3	76.3	0.01	102	2
202203210703473	2022-03-22 20:58:47	1.24	0.68	1.8	6.94	46.06	1067.94	1.5	-15.6	76.6	0	102	1
202203210703512	2022-03-22 20:59:45	0.69	0.39	1.8	8.97	44.21	1067.05	1.1	-13.3	75.7	-0.07	102	1
202203210703523	2022-03-22 21:06:49	1.13	0.87	1.8	9.44	45.11	1051.78	-0.2	-15.2	75.9	0	102	2
202203210703536	2022-03-22 21:07:21	0.65	0.48	1.8	15.29	39.09	1072.14	0.7	-14.3	76.4	-0.08	102	1
202203210703464	2022-03-22 21:15:20	1.17	0.76	1.8	15.3	39.79	1076.29	1.3	-14.9	78.2	0.08	102	1
202203210703543	2022-03-22 21:15:35	0.73	1	1.8	13.02	41.04	1063.5	0.3	-17.5	79.1	0	102	2
202203210703545	2022-03-22 21:21:17	0.71	0.89	1.8	12.61	41.75	1079.41	1.9	-14.7	77.8	-0.01	102	1
202203210703488	2022-03-22 21:24:50	0.73	0.78	1.8	9.13	43.83	1068.79	2.4	-16.1	76.8	0.02	102	1
202203210703475	2022-03-22 21:29:32	1.27	0.82	1.8	13.35	41.62	1066.34	0	-15.2	78.2	0	102	2
202203210703499	2022-03-22 21:29:33	1.12	1.23	1.7	10.61	43.6	1074.8	-1.1	-18.2	80.5	0.02	102	2
202203210703498	2022-03-22 21:32:44	1.17	1.43	1.8	11.62	42.18	1058.62	1.4	-16.5	78.6	0	102	1
202203210703547	2022-03-22 21:36:57	0.68	0.78	1.8	18.51	36.43	1067.74	0.1	-15.4	77.1	-0.04	102	2
202203210703440	2022-03-22 21:48:04	0.93	0	1.8	11.45	42.92	1063.94	0.9	-15.6	75.4	0.04	102	1
202203210703451	2022-03-22 21:56:35	1.23	1.37	1.8	14.51	39.62	1072.35	1.2	-15.2	75.2	-0.01	102	2
202203210703522	2022-03-22 22:09:45	0.99	0.69	1.8	9.46	44.99	1074.26	1.1	-16.5	79.2	-0.07	102	1
202203210703450	2022-03-22 22:16:05	1.12	0.77	1.8	8.72	44.92	1075.07	2.2	-17.6	79.6	0.11	102	1
202203210703474	2022-03-22 22:18:37	1.18	0.26	1.8	10.94	42.99	1070.21	-0.4	-18.8	79.5	0	102	2
202203210703486	2022-03-22 22:47:36	1.24	1.01	1.8	9.23	45.34	1064.72	-2.3	-16.7	81	0.07	102	2
202203210703438	2022-03-22 22:53:58	0.9	0.63	1.8	9.9	44.93	1064.7	2.8	-16.8	79.5	-0.01	102	1
202203210703510	2022-03-22 22:55:48	0.93	0.91	1.8	8.02	46.62	1068.4	-0.2	-16.8	75.6	0.04	102	2
202203210703462	2022-03-22 22:58:28	0.92	0.9	1.8	9.31	44.44	1060.47	2.2	-18.9	80.2	0	102	1
202203210703500	2022-03-22 23:00:03	0.71	0.93	1.8	7.3	44.98	1043.33	0.5	-19.5	80.9	0	102	2
202203210703452	2022-03-22 23:02:12	0.88	1.07	1.8	12.34	41.41	1057.49	0.8	-16.4	80.4	0	102	1
202203210705792	2022-03-22 23:07:50	0.97	0.45	1.7	14.25	40.02	1076.85	0.2	-15.7	79.5	-0.02	102	2
202203210705744	2022-03-22 23:08:04	0.96	-0.52	1.7	10.14	44.13	1064.39	0.4	-14.6	79.1	0	102	1
202203210705769	2022-03-22 23:12:09	1.03	0.83	1.7	10.45	43.42	1064.24	0.5	-16.5	78	0.07	102	1
202203210705817	2022-03-22 23:25:00	0.69	0.72	1.8	12.46	40.71	1060.05	0.2	-17.4	81	-0.01	102	2
202203210705721	2022-03-22 23:31:18	1.25	0.83	1.7	15.51	39.44	1041.13	0.4	-15	78.7	0	102	2
202203210705828	2022-03-22 23:34:44	0.71	1.04	1.8	17.74	36.5	1069.59	1.3	-19.3	81.7	0	102	1
202203210705816	2022-03-22 23:36:01	0.78	0.65	1.8	16.43	37.37	1069.05	0.6	-17.7	82.7	0	102	1
202203210705768	2022-03-22 23:36:18	1.07	0.81	1.7	11.09	42.33	1066.48	1.4	-16.3	80.3	-0.04	102	1
202203210705793	2022-03-22 23:36:18	0.87	0.42	1.7	13.38	40.71	1067.84	0.7	-16.4	80.7	-0.04	102	2
202203210705745	2022-03-22 23:38:24	0.8	0.86	1.7	13.25	41.22	1062	-0.1	-16.6	79.4	0.02	102	2
202203210705818	2022-03-22 23:55:37	0.78	1.11	1.8	15.15	39.32	1052.01	0.4	-15.4	78.3	0.04	102	2
202203210705780	2022-03-23 00:08:37	0.83	0.52	1.7	10.65	42.72	1050.28	1.2	-17.1	79.8	0.1	102	1
202203210705732	2022-03-23 00:08:49	0.93	0.99	1.7	14.41	39.62	1068.88	0.4	-15.5	78.6	0.02	102	1
202203210705770	2022-03-23 00:14:15	0.99	0.66	1.7	11.03	43.1	1072.82	0.7	-15.6	75.7	-0.02	102	2
202203210705842	2022-03-23 00:15:38	0.71	0.7	1.8	17.84	36.82	1082.56	-1.8	-20	80.3	-0.03	100	2
202203210705720	2022-03-23 00:21:20	1.08	0.93	1.7	11.9	40.55	1053.39	1	-15.5	76.7	0.06	100	1
202203210705746	2022-03-23 00:36:37	0.96	0.7	1.7	8.43	44.61	1068.76	0.4	-14.4	77.5	0	100	1
202203210705722	2022-03-23 00:37:45	1.07	0.61	1.7	16.44	38.23	1033.32	0.1	-16	78.1	0	100	2
202203210705794	2022-03-23 00:39:54	0.92	0.79	1.7	11.7	41.25	1060.4	0.9	-16.4	76.8	0	100	2
202203210705804	2022-03-23 00:41:39	0.79	1.28	1.7	13.14	40.78	1053.46	1.1	-16.8	79.8	0.08	100	1
202203210705829	2022-03-23 00:43:06	0.67	0.84	1.8	14.08	39.37	1078.88	-1.8	-16.3	78.1	-0.04	100	2
202203210705756	2022-03-23 00:43:50	0.78	0.94	1.7	16.45	37.41	1061.3	-0.1	-16.4	77	-0.02	100	2
202203210705806	2022-03-23 00:46:03	0.83	0.28	1.7	13.13	40.53	1067.14	1.9	-14.9	79.1	-0.03	100	1
202203210705708	2022-03-23 00:46:36	1.04	0.58	1.8	14.79	39.43	1066.79	2	-17.2	81.8	-0.03	100	1
202203210705781	2022-03-23 00:47:33	0.83	0.74	1.7	12.31	41.42	1066.61	2	-15	78.8	0	100	1
202203210705758	2022-03-23 00:51:19	0.73	0.92	1.7	15.48	38.09	1073.47	-0.1	-18.9	81.3	0.04	100	2
202203210705782	2022-03-23 00:53:19	0.93	0.83	1.7	9.26	44.73	1064.49	-0.1	-17.8	84.3	0	100	2
202203210705805	2022-03-23 01:05:55	0.69	0.53	1.7	16.43	37.27	1062.39	1.8	-15.9	76.7	-0.1	100	1
202203210705733	2022-03-23 01:06:17	0.87	0.76	1.7	13.98	39.51	1065.27	3.4	-21.1	82.5	-0.04	100	2
202203210705820	2022-03-23 01:14:10	0.85	0.83	1.8	12.06	41.49	1065.82	1.7	-17.2	81.5	0.08	100	1
202203210705843	2022-03-23 01:14:56	0.68	0.67	1.8	12.7	41.25	1081.62	1.3	-18.5	81.1	0	100	2
202203210705757	2022-03-23 01:19:27	0.71	0.7	1.8	16.03	38.57	1068.15	0.7	-17.4	79.1	0	100	1
202203210705844	2022-03-23 01:25:58	0.73	0.66	1.8	13.89	40.32	1071.2	0.8	-15.9	77.8	0.02	100	2
202203210705709	2022-03-23 01:29:59	1.04	0.76	1.7	10.02	42.72	1069.42	0.5	-15.2	78.8	-0.01	100	1
202203210705724	2022-03-23 01:30:43	1.21	1.01	1.7	13.91	40.19	1051.78	-0.1	-16.2	77.9	0	100	2
202203210705807	2022-03-23 01:34:35	0.88	0.7	1.7	12.1	42.69	1074.73	2.8	-15.9	77.5	0.09	100	1
202203210705747	2022-03-23 01:36:57	1.12	1	1.8	12.46	42.44	1064.25	-0.9	-17	81.7	-0.02	100	2
202203210705819	2022-03-23 01:41:08	0.72	0.67	1.8	15.12	39.16	1063.36	-0.5	-16.6	81.6	0.02	100	2
202203210705796	2022-03-23 01:47:30	1.01	0.76	1.7	9.41	44.55	1068.08	2.4	-18.9	81	0.02	100	1
202203210705831	2022-03-23 01:50:19	0.62	0.74	1.8	16.73	37.76	1058.07	-0.5	-17	79.5	0.01	100	2
202203210705771	2022-03-23 02:04:30	0.93	0.96	1.7	11.27	41.42	1061.38	0	-15.2	78.2	0.07	100	2
202203210705783	2022-03-23 02:07:51	1.12	0.8	1.7	13.39	40.22	1070.81	2.6	-14.7	75.6	0.02	100	1
202203210705748	2022-03-23 02:07:54	1.32	1.23	1.7	13.25	40.75	1062.23	1.9	-15.8	81.4	0	100	1
202203210705845	2022-03-23 02:08:27	0.71	1.1	1.8	17.62	36.95	1087.17	1.2	-16.4	78.7	-0.01	100	1
202203210705723	2022-03-23 02:09:04	1.05	0.86	1.7	11.96	41.22	1067.29	0.2	-14.6	77.9	0.09	100	2
202203210705797	2022-03-23 02:11:15	1.11	0.63	1.7	10.42	42.12	1066.82	0.9	-15.8	77.5	0	100	1
202203210705821	2022-03-23 02:36:37	0.76	0.87	1.8	12.44	41.47	1061.66	0.1	-15.2	75.6	0.01	100	2
202203210705759	2022-03-23 02:38:23	0.84	0.67	1.7	14.74	39.08	1062.07	0.7	-13.7	75.4	0.03	100	2
202203210705725	2022-03-23 02:38:46	1.34	1.13	1.7	12.71	41.91	1051.96	-0.2	-19.7	82.2	-0.04	100	1
202203210705773	2022-03-23 02:39:24	0.64	0.35	1.7	15.36	38.72	1079.11	-0.9	-18.7	82	-0.01	100	2
202203210705735	2022-03-23 02:40:39	1.09	0.71	1.8	15.84	37.74	1071.2	0.3	-16.5	80.4	0.01	100	1
202203210705833	2022-03-23 02:45:56	0.65	0.72	1.8	20.64	33.16	1082.43	-0.1	-17.5	84.5	-0.03	100	1
202203210705749	2022-03-23 02:46:46	1.37	0.16	1.7	15.48	38.76	1066.54	1	-17.5	79.7	0.01	100	2
202203210705809	2022-03-23 02:49:33	0.94	1.11	1.7	13.66	39.88	1078.89	1.2	-15.5	78.5	-0.07	100	1
202203210705711	2022-03-23 02:57:00	1.49	1.14	1.7	12.19	41.59	1066.39	-0.1	-16.7	78.3	0	100	2
202203210705785	2022-03-23 03:03:09	1.29	0.42	1.7	15.21	39.64	1075.1	-0.7	-16.4	77.9	0.11	100	1
202203210705832	2022-03-23 03:05:28	0.87	0.91	1.8	13.58	39.28	1064.12	-1.2	-13.9	81.2	0.01	100	2
202203210705761	2022-03-23 03:09:59	0.83	0.93	1.7	13.8	40.76	1065.41	1.4	-13.9	75.9	0.02	100	1
202203210705808	2022-03-23 03:11:56	0.93	0.83	1.7	8.35	45.99	1059.1	0.9	-18.6	77.2	0.02	100	2
202203210705760	2022-03-23 03:13:07	1.07	0.16	1.7	12.39	41.5	1057.75	-2	-17.1	77.7	0.08	100	2
202203210705737	2022-03-23 03:17:50	1.26	0.31	1.7	13.87	40.99	1077.11	0.5	-16.2	80.3	-0.03	100	1
202203210705784	2022-03-23 03:26:18	1.15	0.5	1.7	8.81	45.07	1075.56	0.4	-19.6	83.1	0.11	100	2
202203210705736	2022-03-23 03:33:42	1.38	-0.03	1.7	11.39	41.9	1074.04	0.4	-17.3	77.5	-0.05	100	2
202203210705712	2022-03-23 03:35:38	1.67	0.88	1.7	15.61	36.67	1079.88	1.4	-17.3	77.8	0.03	100	1
202203210705847	2022-03-23 03:40:45	0.7	0.92	1.8	12.72	41.24	1078.64	0.1	-14.5	77	0.02	100	2
202203210705799	2022-03-23 03:47:52	0.79	1.06	1.8	10.56	43.82	1062.78	1.7	-14.7	78	0	100	1
202203210705846	2022-03-23 03:53:04	0.73	1.22	1.8	12.99	40.84	1076.73	-0.2	-16.3	80.1	0	100	2
202203210705775	2022-03-23 03:56:38	1.29	0.96	1.8	10.76	43.08	1066.24	-0.4	-15	78.4	-0.1	100	1
202203210705823	2022-03-23 03:59:30	0.8	0.99	1.8	14.51	39.97	1072.34	0.2	-15.5	75.4	-0.01	100	2
202203210705751	2022-03-23 04:00:50	1.31	0.76	1.8	13.02	40.68	1067.06	0.7	-17.3	78.8	0.02	100	2
202203210705750	2022-03-23 04:09:31	1.18	0.91	1.8	7.92	45.24	1070.8	1.2	-15.7	76.6	0	100	1
202203210705726	2022-03-23 04:10:26	1.08	0.7	1.8	14.53	39.88	1046.54	1.3	-15.2	74.1	-0.02	100	1
202203210705727	2022-03-23 04:14:15	1.16	0.31	1.7	13.47	40.33	1071.49	-1.9	-19	84.2	-0.04	100	2
202203210705834	2022-03-23 04:15:32	0.71	0.5	1.8	13.05	40.65	1072.37	2.9	-15.9	79.2	-0.05	100	1
202203210705810	2022-03-23 04:16:08	1.07	0.77	1.8	11.09	43.23	1068.49	2.8	-15.5	77.5	0.01	100	1
202203210705848	2022-03-23 04:21:14	0.7	0.35	1.8	15.07	38.49	1085.59	-1.7	-16.5	81.2	0.22	100	2
202203210705786	2022-03-23 04:22:34	0.92	0.63	1.8	11.5	41.86	1070.03	1.9	-17.4	79.8	-0.01	100	1
202203210705800	2022-03-23 04:31:48	1.23	0.87	1.7	14.04	40.38	1067.73	0.3	-16.2	78.4	-0.14	100	2
202203210705762	2022-03-23 04:39:22	0.76	0.95	1.8	13.17	41.04	1072.48	-0.7	-15.7	78.4	0	100	2
202203210705824	2022-03-23 04:42:43	1.12	0.24	1.8	11.98	42.09	1064.1	2	-18.1	78	0	100	1
202203210705714	2022-03-23 04:50:00	1.53	0.79	1.8	14.67	39.24	1051.35	0	-18.9	78.7	0.02	100	1
202203210705752	2022-03-23 04:51:50	1.49	0.36	1.7	14.54	39.96	1070.71	0.4	-18.3	81	-0.08	100	2
202203210705728	2022-03-23 04:55:38	1.29	-0.26	1.8	13.7	40.66	1071.04	1.2	-18.5	82.9	0.05	100	1
202203210705776	2022-03-23 05:00:11	1.45	0.79	1.7	19.43	36.06	1063.84	0.4	-14.4	77.8	0.03	100	2
202203210705788	2022-03-23 05:01:07	1.37	0.78	1.8	12.1	42.59	1069.7	2	-16.7	81.8	-0.06	100	1
202203210705835	2022-03-23 05:01:15	0.61	-0.38	1.8	15.82	39.31	1062.23	0.1	-17	77.2	0	100	2
202203210705836	2022-03-23 05:02:03	0.69	0.49	1.8	18.67	35.9	1068.75	0.5	-18.3	82.4	0.03	100	1
202203210705738	2022-03-23 05:03:43	1.1	0.66	1.7	12.24	41.39	1079.25	1.7	-17.9	78.9	-0.03	100	2
202203210705763	2022-03-23 05:04:52	1.37	0.84	1.8	15.26	39	1066.21	2.2	-14.5	78.3	0.03	100	1
202203210705787	2022-03-23 05:12:14	0.74	0.86	1.8	13.1	42.14	1055.97	1.1	-17.9	81.3	-0.15	100	1
202203210705812	2022-03-23 05:12:42	1.1	0.66	1.8	14.46	38.56	1072.69	-0.2	-18.6	80.9	0	100	2
202203210705811	2022-03-23 05:14:26	0.9	0.54	1.8	13.77	41.09	1069.56	-0.3	-17.8	80.5	0.04	100	2
202203210705715	2022-03-23 05:22:30	1.23	1.17	1.7	10.49	42.15	1059.17	-4.7	-19.2	84.4	0	100	1
202203210705739	2022-03-23 05:30:51	1.21	1	1.8	16.37	37.87	1079.56	1.9	-15.7	80.5	-0.03	100	1
202203210705740	2022-03-23 05:33:31	1.31	1.13	1.7	10.39	43.72	1083.99	-0.2	-17.2	78.3	0.06	101	2
202203210705764	2022-03-23 05:41:17	1.4	0.99	1.7	15.01	38.4	1069.21	0.5	-15.4	77.1	-0.02	101	2
202203210705716	2022-03-23 06:08:45	1.36	0.99	1.7	14.64	39.48	1068.11	-0.7	-15.7	80.1	0.09	101	2
202203210705825	2022-03-23 07:04:30	0.98	0.93	1.8	10.06	43.07	1068.51	1.2	-14.9	76.9	-0.07	101	1
202203210705850	2022-03-23 07:11:21	0.72	0.9	1.8	15.19	39.07	1082.32	0.4	-20.8	84	-0.05	101	2
202203210705777	2022-03-23 07:13:20	1.48	0.52	1.8	14.14	40.14	1057.95	1.2	-13.5	78.9	0.04	101	1
202203210705802	2022-03-23 07:25:12	1.07	0.74	1.8	11.31	42.68	1068.26	-0.4	-16.4	79	-0.03	101	2
