datetime	serial	ng_mode	x	y	OKNG
2024-10-01 03:24:50	wafer_0002	Center	22	7	OK
2024-10-01 03:25:00	wafer_0002	Center	22	8	OK
2024-10-01 03:25:10	wafer_0002	Center	22	9	OK
2024-10-01 03:25:20	wafer_0002	Center	22	10	OK
2024-10-01 03:25:30	wafer_0002	Center	22	11	OK
2024-10-01 03:25:40	wafer_0002	Center	22	12	OK
2024-10-01 03:25:50	wafer_0002	Center	22	13	OK
2024-10-01 03:26:00	wafer_0002	Center	22	14	NG
2024-10-01 03:26:10	wafer_0002	Center	22	15	OK
2024-10-01 03:26:20	wafer_0002	Center	22	16	OK
2024-10-01 03:26:30	wafer_0002	Center	22	17	OK
2024-10-01 03:26:40	wafer_0002	Center	22	18	NG
2024-10-01 03:26:50	wafer_0002	Center	22	19	OK
2024-10-01 03:27:00	wafer_0002	Center	22	20	NG
2024-10-01 03:27:10	wafer_0002	Center	22	21	NG
2024-10-01 03:27:20	wafer_0002	Center	22	22	OK
2024-10-01 03:27:30	wafer_0002	Center	22	23	OK
2024-10-01 03:27:40	wafer_0002	Center	22	24	""
2024-10-01 03:27:50	wafer_0002	Center	22	25	""
2024-10-01 03:28:00	wafer_0002	Center	22	26	""
2024-10-01 03:28:10	wafer_0002	Center	23	1	""
2024-10-01 03:28:20	wafer_0002	Center	23	2	""
2024-10-01 03:28:30	wafer_0002	Center	23	3	""
2024-10-01 03:28:40	wafer_0002	Center	23	4	""
2024-10-01 03:28:50	wafer_0002	Center	23	5	OK
2024-10-01 03:29:00	wafer_0002	Center	23	6	NG
2024-10-01 03:29:10	wafer_0002	Center	23	7	OK
2024-10-01 03:29:20	wafer_0002	Center	23	8	OK
2024-10-01 03:29:30	wafer_0002	Center	23	9	NG
2024-10-01 03:29:40	wafer_0002	Center	23	10	NG
2024-10-01 03:29:50	wafer_0002	Center	23	11	OK
2024-10-01 03:30:00	wafer_0002	Center	23	12	OK
2024-10-01 03:30:10	wafer_0002	Center	23	13	OK
2024-10-01 03:30:20	wafer_0002	Center	23	14	OK
2024-10-01 03:30:30	wafer_0002	Center	23	15	NG
2024-10-01 03:30:40	wafer_0002	Center	23	16	NG
2024-10-01 03:30:50	wafer_0002	Center	23	17	OK
2024-10-01 03:31:00	wafer_0002	Center	23	18	OK
2024-10-01 03:31:10	wafer_0002	Center	23	19	NG
2024-10-01 03:31:20	wafer_0002	Center	23	20	OK
2024-10-01 03:31:30	wafer_0002	Center	23	21	OK
2024-10-01 03:31:40	wafer_0002	Center	23	22	OK
2024-10-01 03:31:50	wafer_0002	Center	23	23	""
2024-10-01 03:32:00	wafer_0002	Center	23	24	""
2024-10-01 03:32:10	wafer_0002	Center	23	25	""
2024-10-01 03:32:20	wafer_0002	Center	23	26	""
2024-10-01 03:32:30	wafer_0002	Center	24	1	""
2024-10-01 03:32:40	wafer_0002	Center	24	2	""
2024-10-01 03:32:50	wafer_0002	Center	24	3	""
2024-10-01 03:33:00	wafer_0002	Center	24	4	""
2024-10-01 03:33:10	wafer_0002	Center	24	5	""
2024-10-01 03:33:20	wafer_0002	Center	24	6	OK
2024-10-01 03:33:30	wafer_0002	Center	24	7	OK
2024-10-01 03:33:40	wafer_0002	Center	24	8	OK
2024-10-01 03:33:50	wafer_0002	Center	24	9	OK
2024-10-01 03:34:00	wafer_0002	Center	24	10	OK
2024-10-01 03:34:10	wafer_0002	Center	24	11	OK
2024-10-01 03:34:20	wafer_0002	Center	24	12	OK
2024-10-01 03:34:30	wafer_0002	Center	24	13	OK
2024-10-01 03:34:40	wafer_0002	Center	24	14	NG
2024-10-01 03:34:50	wafer_0002	Center	24	15	NG
2024-10-01 03:35:00	wafer_0002	Center	24	16	OK
2024-10-01 03:35:10	wafer_0002	Center	24	17	OK
2024-10-01 03:35:20	wafer_0002	Center	24	18	NG
2024-10-01 03:35:30	wafer_0002	Center	24	19	NG
2024-10-01 03:35:40	wafer_0002	Center	24	20	NG
2024-10-01 03:35:50	wafer_0002	Center	24	21	""
2024-10-01 03:36:00	wafer_0002	Center	24	22	""
2024-10-01 03:36:10	wafer_0002	Center	24	23	""
2024-10-01 03:36:20	wafer_0002	Center	24	24	""
2024-10-01 03:36:30	wafer_0002	Center	24	25	""
2024-10-01 03:36:40	wafer_0002	Center	24	26	""
2024-10-01 03:36:50	wafer_0002	Center	25	1	""
2024-10-01 03:37:00	wafer_0002	Center	25	2	""
2024-10-01 03:37:10	wafer_0002	Center	25	3	""
2024-10-01 03:37:20	wafer_0002	Center	25	4	""
2024-10-01 03:37:30	wafer_0002	Center	25	5	""
2024-10-01 03:37:40	wafer_0002	Center	25	6	""
2024-10-01 03:37:50	wafer_0002	Center	25	7	""
2024-10-01 03:38:00	wafer_0002	Center	25	8	OK
2024-10-01 03:38:10	wafer_0002	Center	25	9	OK
2024-10-01 03:38:20	wafer_0002	Center	25	10	OK
2024-10-01 03:38:30	wafer_0002	Center	25	11	OK
2024-10-01 03:38:40	wafer_0002	Center	25	12	NG
2024-10-01 03:38:50	wafer_0002	Center	25	13	OK
2024-10-01 03:39:00	wafer_0002	Center	25	14	OK
2024-10-01 03:39:10	wafer_0002	Center	25	15	NG
2024-10-01 03:39:20	wafer_0002	Center	25	16	OK
2024-10-01 03:39:30	wafer_0002	Center	25	17	NG
2024-10-01 03:39:40	wafer_0002	Center	25	18	OK
2024-10-01 03:39:50	wafer_0002	Center	25	19	NG
2024-10-01 03:40:00	wafer_0002	Center	25	20	""
2024-10-01 03:40:10	wafer_0002	Center	25	21	""
2024-10-01 03:40:20	wafer_0002	Center	25	22	""
2024-10-01 03:40:30	wafer_0002	Center	25	23	""
2024-10-01 03:40:40	wafer_0002	Center	25	24	""
2024-10-01 03:40:50	wafer_0002	Center	25	25	""
2024-10-01 03:41:00	wafer_0002	Center	25	26	""
2024-10-01 03:41:10	wafer_0002	Center	26	1	""
2024-10-01 03:41:20	wafer_0002	Center	26	2	""
2024-10-01 03:41:30	wafer_0002	Center	26	3	""
2024-10-01 03:41:40	wafer_0002	Center	26	4	""
2024-10-01 03:41:50	wafer_0002	Center	26	5	""
2024-10-01 03:42:00	wafer_0002	Center	26	6	""
2024-10-01 03:42:10	wafer_0002	Center	26	7	""
2024-10-01 03:42:20	wafer_0002	Center	26	8	""
2024-10-01 03:42:30	wafer_0002	Center	26	9	""
2024-10-01 03:42:40	wafer_0002	Center	26	10	""
2024-10-01 03:42:50	wafer_0002	Center	26	11	OK
2024-10-01 03:43:00	wafer_0002	Center	26	12	NG
2024-10-01 03:43:10	wafer_0002	Center	26	13	OK
2024-10-01 03:43:20	wafer_0002	Center	26	14	OK
2024-10-01 03:43:30	wafer_0002	Center	26	15	OK
2024-10-01 03:43:40	wafer_0002	Center	26	16	OK
2024-10-01 03:43:50	wafer_0002	Center	26	17	""
2024-10-01 03:44:00	wafer_0002	Center	26	18	""
2024-10-01 03:44:10	wafer_0002	Center	26	19	""
2024-10-01 03:44:20	wafer_0002	Center	26	20	""
2024-10-01 03:44:30	wafer_0002	Center	26	21	""
2024-10-01 03:44:40	wafer_0002	Center	26	22	""
2024-10-01 03:44:50	wafer_0002	Center	26	23	""
2024-10-01 03:45:00	wafer_0002	Center	26	24	""
2024-10-01 03:45:10	wafer_0002	Center	26	25	""
2024-10-01 03:45:20	wafer_0002	Center	26	26	""
2024-10-01 03:45:30	wafer_0003	Donut	1	1	""
2024-10-01 03:45:40	wafer_0003	Donut	1	2	""
2024-10-01 03:45:50	wafer_0003	Donut	1	3	""
2024-10-01 03:46:00	wafer_0003	Donut	1	4	""
2024-10-01 03:46:10	wafer_0003	Donut	1	5	""
2024-10-01 03:46:20	wafer_0003	Donut	1	6	""
2024-10-01 03:46:30	wafer_0003	Donut	1	7	""
2024-10-01 03:46:40	wafer_0003	Donut	1	8	""
2024-10-01 03:46:50	wafer_0003	Donut	1	9	""
2024-10-01 03:47:00	wafer_0003	Donut	1	10	""
2024-10-01 03:47:10	wafer_0003	Donut	1	11	NG
2024-10-01 03:47:20	wafer_0003	Donut	1	12	NG
2024-10-01 03:47:30	wafer_0003	Donut	1	13	NG
2024-10-01 03:47:40	wafer_0003	Donut	1	14	NG
2024-10-01 03:47:50	wafer_0003	Donut	1	15	NG
2024-10-01 03:48:00	wafer_0003	Donut	1	16	NG
2024-10-01 03:48:10	wafer_0003	Donut	1	17	""
2024-10-01 03:48:20	wafer_0003	Donut	1	18	""
2024-10-01 03:48:30	wafer_0003	Donut	1	19	""
2024-10-01 03:48:40	wafer_0003	Donut	1	20	""
2024-10-01 03:48:50	wafer_0003	Donut	1	21	""
2024-10-01 03:49:00	wafer_0003	Donut	1	22	""
2024-10-01 03:49:10	wafer_0003	Donut	1	23	""
2024-10-01 03:49:20	wafer_0003	Donut	1	24	""
2024-10-01 03:49:30	wafer_0003	Donut	1	25	""
2024-10-01 03:49:40	wafer_0003	Donut	1	26	""
2024-10-01 03:49:50	wafer_0003	Donut	2	1	""
2024-10-01 03:50:00	wafer_0003	Donut	2	2	""
2024-10-01 03:50:10	wafer_0003	Donut	2	3	""
2024-10-01 03:50:20	wafer_0003	Donut	2	4	""
2024-10-01 03:50:30	wafer_0003	Donut	2	5	""
2024-10-01 03:50:40	wafer_0003	Donut	2	6	""
2024-10-01 03:50:50	wafer_0003	Donut	2	7	""
2024-10-01 03:51:00	wafer_0003	Donut	2	8	NG
2024-10-01 03:51:10	wafer_0003	Donut	2	9	NG
2024-10-01 03:51:20	wafer_0003	Donut	2	10	OK
2024-10-01 03:51:30	wafer_0003	Donut	2	11	OK
2024-10-01 03:51:40	wafer_0003	Donut	2	12	OK
2024-10-01 03:51:50	wafer_0003	Donut	2	13	OK
2024-10-01 03:52:00	wafer_0003	Donut	2	14	OK
2024-10-01 03:52:10	wafer_0003	Donut	2	15	OK
2024-10-01 03:52:20	wafer_0003	Donut	2	16	OK
2024-10-01 03:52:30	wafer_0003	Donut	2	17	NG
2024-10-01 03:52:40	wafer_0003	Donut	2	18	NG
2024-10-01 03:52:50	wafer_0003	Donut	2	19	NG
2024-10-01 03:53:00	wafer_0003	Donut	2	20	""
2024-10-01 03:53:10	wafer_0003	Donut	2	21	""
2024-10-01 03:53:20	wafer_0003	Donut	2	22	""
2024-10-01 03:53:30	wafer_0003	Donut	2	23	""
2024-10-01 03:53:40	wafer_0003	Donut	2	24	""
2024-10-01 03:53:50	wafer_0003	Donut	2	25	""
2024-10-01 03:54:00	wafer_0003	Donut	2	26	""
2024-10-01 03:54:10	wafer_0003	Donut	3	1	""
2024-10-01 03:54:20	wafer_0003	Donut	3	2	""
2024-10-01 03:54:30	wafer_0003	Donut	3	3	""
2024-10-01 03:54:40	wafer_0003	Donut	3	4	""
2024-10-01 03:54:50	wafer_0003	Donut	3	5	""
2024-10-01 03:55:00	wafer_0003	Donut	3	6	""
2024-10-01 03:55:10	wafer_0003	Donut	3	7	NG
2024-10-01 03:55:20	wafer_0003	Donut	3	8	OK
2024-10-01 03:55:30	wafer_0003	Donut	3	9	OK
2024-10-01 03:55:40	wafer_0003	Donut	3	10	OK
2024-10-01 03:55:50	wafer_0003	Donut	3	11	NG
2024-10-01 03:56:00	wafer_0003	Donut	3	12	NG
2024-10-01 03:56:10	wafer_0003	Donut	3	13	NG
2024-10-01 03:56:20	wafer_0003	Donut	3	14	NG
2024-10-01 03:56:30	wafer_0003	Donut	3	15	OK
2024-10-01 03:56:40	wafer_0003	Donut	3	16	NG
2024-10-01 03:56:50	wafer_0003	Donut	3	17	NG
2024-10-01 03:57:00	wafer_0003	Donut	3	18	OK
2024-10-01 03:57:10	wafer_0003	Donut	3	19	OK
2024-10-01 03:57:20	wafer_0003	Donut	3	20	NG
2024-10-01 03:57:30	wafer_0003	Donut	3	21	""
2024-10-01 03:57:40	wafer_0003	Donut	3	22	""
2024-10-01 03:57:50	wafer_0003	Donut	3	23	""
2024-10-01 03:58:00	wafer_0003	Donut	3	24	""
2024-10-01 03:58:10	wafer_0003	Donut	3	25	""
2024-10-01 03:58:20	wafer_0003	Donut	3	26	""
2024-10-01 03:58:30	wafer_0003	Donut	4	1	""
2024-10-01 03:58:40	wafer_0003	Donut	4	2	""
2024-10-01 03:58:50	wafer_0003	Donut	4	3	""
2024-10-01 03:59:00	wafer_0003	Donut	4	4	""
2024-10-01 03:59:10	wafer_0003	Donut	4	5	NG
2024-10-01 03:59:20	wafer_0003	Donut	4	6	NG
2024-10-01 03:59:30	wafer_0003	Donut	4	7	NG
2024-10-01 03:59:40	wafer_0003	Donut	4	8	NG
2024-10-01 03:59:50	wafer_0003	Donut	4	9	OK
2024-10-01 04:00:00	wafer_0003	Donut	4	10	NG
2024-10-01 04:00:10	wafer_0003	Donut	4	11	NG
2024-10-01 04:00:20	wafer_0003	Donut	4	12	NG
2024-10-01 04:00:30	wafer_0003	Donut	4	13	NG
2024-10-01 04:00:40	wafer_0003	Donut	4	14	NG
2024-10-01 04:00:50	wafer_0003	Donut	4	15	NG
2024-10-01 04:01:00	wafer_0003	Donut	4	16	NG
2024-10-01 04:01:10	wafer_0003	Donut	4	17	NG
2024-10-01 04:01:20	wafer_0003	Donut	4	18	NG
2024-10-01 04:01:30	wafer_0003	Donut	4	19	NG
2024-10-01 04:01:40	wafer_0003	Donut	4	20	OK
2024-10-01 04:01:50	wafer_0003	Donut	4	21	NG
2024-10-01 04:02:00	wafer_0003	Donut	4	22	NG
2024-10-01 04:02:10	wafer_0003	Donut	4	23	""
2024-10-01 04:02:20	wafer_0003	Donut	4	24	""
2024-10-01 04:02:30	wafer_0003	Donut	4	25	""
2024-10-01 04:02:40	wafer_0003	Donut	4	26	""
2024-10-01 04:02:50	wafer_0003	Donut	5	1	""
2024-10-01 04:03:00	wafer_0003	Donut	5	2	""
2024-10-01 04:03:10	wafer_0003	Donut	5	3	""
2024-10-01 04:03:20	wafer_0003	Donut	5	4	NG
2024-10-01 04:03:30	wafer_0003	Donut	5	5	OK
2024-10-01 04:03:40	wafer_0003	Donut	5	6	OK
2024-10-01 04:03:50	wafer_0003	Donut	5	7	OK
2024-10-01 04:04:00	wafer_0003	Donut	5	8	NG
2024-10-01 04:04:10	wafer_0003	Donut	5	9	NG
2024-10-01 04:04:20	wafer_0003	Donut	5	10	NG
2024-10-01 04:04:30	wafer_0003	Donut	5	11	NG
2024-10-01 04:04:40	wafer_0003	Donut	5	12	NG
2024-10-01 04:04:50	wafer_0003	Donut	5	13	NG
2024-10-01 04:05:00	wafer_0003	Donut	5	14	NG
2024-10-01 04:05:10	wafer_0003	Donut	5	15	NG
2024-10-01 04:05:20	wafer_0003	Donut	5	16	NG
2024-10-01 04:05:30	wafer_0003	Donut	5	17	NG
2024-10-01 04:05:40	wafer_0003	Donut	5	18	NG
2024-10-01 04:05:50	wafer_0003	Donut	5	19	NG
2024-10-01 04:06:00	wafer_0003	Donut	5	20	OK
2024-10-01 04:06:10	wafer_0003	Donut	5	21	NG
2024-10-01 04:06:20	wafer_0003	Donut	5	22	OK
2024-10-01 04:06:30	wafer_0003	Donut	5	23	NG
2024-10-01 04:06:40	wafer_0003	Donut	5	24	""
2024-10-01 04:06:50	wafer_0003	Donut	5	25	""
2024-10-01 04:07:00	wafer_0003	Donut	5	26	""
2024-10-01 04:07:10	wafer_0003	Donut	6	1	""
2024-10-01 04:07:20	wafer_0003	Donut	6	2	""
2024-10-01 04:07:30	wafer_0003	Donut	6	3	NG
2024-10-01 04:07:40	wafer_0003	Donut	6	4	OK
2024-10-01 04:07:50	wafer_0003	Donut	6	5	OK
2024-10-01 04:08:00	wafer_0003	Donut	6	6	NG
2024-10-01 04:08:10	wafer_0003	Donut	6	7	OK
2024-10-01 04:08:20	wafer_0003	Donut	6	8	NG
2024-10-01 04:08:30	wafer_0003	Donut	6	9	NG
2024-10-01 04:08:40	wafer_0003	Donut	6	10	NG
2024-10-01 04:08:50	wafer_0003	Donut	6	11	NG
2024-10-01 04:09:00	wafer_0003	Donut	6	12	NG
2024-10-01 04:09:10	wafer_0003	Donut	6	13	NG
2024-10-01 04:09:20	wafer_0003	Donut	6	14	NG
2024-10-01 04:09:30	wafer_0003	Donut	6	15	NG
2024-10-01 04:09:40	wafer_0003	Donut	6	16	NG
2024-10-01 04:09:50	wafer_0003	Donut	6	17	NG
2024-10-01 04:10:00	wafer_0003	Donut	6	18	NG
2024-10-01 04:10:10	wafer_0003	Donut	6	19	NG
2024-10-01 04:10:20	wafer_0003	Donut	6	20	NG
2024-10-01 04:10:30	wafer_0003	Donut	6	21	NG
2024-10-01 04:10:40	wafer_0003	Donut	6	22	OK
2024-10-01 04:10:50	wafer_0003	Donut	6	23	NG
2024-10-01 04:11:00	wafer_0003	Donut	6	24	NG
2024-10-01 04:11:10	wafer_0003	Donut	6	25	""
2024-10-01 04:11:20	wafer_0003	Donut	6	26	""
2024-10-01 04:11:30	wafer_0003	Donut	7	1	""
2024-10-01 04:11:40	wafer_0003	Donut	7	2	""
2024-10-01 04:11:50	wafer_0003	Donut	7	3	NG
2024-10-01 04:12:00	wafer_0003	Donut	7	4	NG
2024-10-01 04:12:10	wafer_0003	Donut	7	5	NG
2024-10-01 04:12:20	wafer_0003	Donut	7	6	NG
2024-10-01 04:12:30	wafer_0003	Donut	7	7	NG
2024-10-01 04:12:40	wafer_0003	Donut	7	8	NG
2024-10-01 04:12:50	wafer_0003	Donut	7	9	NG
2024-10-01 04:13:00	wafer_0003	Donut	7	10	NG
2024-10-01 04:13:10	wafer_0003	Donut	7	11	NG
2024-10-01 04:13:20	wafer_0003	Donut	7	12	NG
2024-10-01 04:13:30	wafer_0003	Donut	7	13	NG
2024-10-01 04:13:40	wafer_0003	Donut	7	14	NG
2024-10-01 04:13:50	wafer_0003	Donut	7	15	NG
2024-10-01 04:14:00	wafer_0003	Donut	7	16	NG
2024-10-01 04:14:10	wafer_0003	Donut	7	17	NG
2024-10-01 04:14:20	wafer_0003	Donut	7	18	NG
2024-10-01 04:14:30	wafer_0003	Donut	7	19	NG
2024-10-01 04:14:40	wafer_0003	Donut	7	20	NG
2024-10-01 04:14:50	wafer_0003	Donut	7	21	NG
2024-10-01 04:15:00	wafer_0003	Donut	7	22	OK
2024-10-01 04:15:10	wafer_0003	Donut	7	23	NG
2024-10-01 04:15:20	wafer_0003	Donut	7	24	NG
2024-10-01 04:15:30	wafer_0003	Donut	7	25	""
2024-10-01 04:15:40	wafer_0003	Donut	7	26	""
2024-10-01 04:15:50	wafer_0003	Donut	8	1	""
2024-10-01 04:16:00	wafer_0003	Donut	8	2	NG
2024-10-01 04:16:10	wafer_0003	Donut	8	3	OK
2024-10-01 04:16:20	wafer_0003	Donut	8	4	NG
2024-10-01 04:16:30	wafer_0003	Donut	8	5	NG
2024-10-01 04:16:40	wafer_0003	Donut	8	6	NG
2024-10-01 04:16:50	wafer_0003	Donut	8	7	NG
2024-10-01 04:17:00	wafer_0003	Donut	8	8	NG
2024-10-01 04:17:10	wafer_0003	Donut	8	9	NG
2024-10-01 04:17:20	wafer_0003	Donut	8	10	OK
2024-10-01 04:17:30	wafer_0003	Donut	8	11	NG
2024-10-01 04:17:40	wafer_0003	Donut	8	12	OK
2024-10-01 04:17:50	wafer_0003	Donut	8	13	NG
2024-10-01 04:18:00	wafer_0003	Donut	8	14	NG
2024-10-01 04:18:10	wafer_0003	Donut	8	15	OK
2024-10-01 04:18:20	wafer_0003	Donut	8	16	NG
2024-10-01 04:18:30	wafer_0003	Donut	8	17	NG
2024-10-01 04:18:40	wafer_0003	Donut	8	18	NG
2024-10-01 04:18:50	wafer_0003	Donut	8	19	NG
2024-10-01 04:19:00	wafer_0003	Donut	8	20	NG
2024-10-01 04:19:10	wafer_0003	Donut	8	21	NG
2024-10-01 04:19:20	wafer_0003	Donut	8	22	NG
2024-10-01 04:19:30	wafer_0003	Donut	8	23	OK
2024-10-01 04:19:40	wafer_0003	Donut	8	24	OK
2024-10-01 04:19:50	wafer_0003	Donut	8	25	NG
2024-10-01 04:20:00	wafer_0003	Donut	8	26	""
2024-10-01 04:20:10	wafer_0003	Donut	9	1	""
2024-10-01 04:20:20	wafer_0003	Donut	9	2	NG
2024-10-01 04:20:30	wafer_0003	Donut	9	3	OK
2024-10-01 04:20:40	wafer_0003	Donut	9	4	NG
2024-10-01 04:20:50	wafer_0003	Donut	9	5	NG
2024-10-01 04:21:00	wafer_0003	Donut	9	6	NG
2024-10-01 04:21:10	wafer_0003	Donut	9	7	NG
2024-10-01 04:21:20	wafer_0003	Donut	9	8	NG
2024-10-01 04:21:30	wafer_0003	Donut	9	9	OK
2024-10-01 04:21:40	wafer_0003	Donut	9	10	NG
2024-10-01 04:21:50	wafer_0003	Donut	9	11	OK
2024-10-01 04:22:00	wafer_0003	Donut	9	12	OK
2024-10-01 04:22:10	wafer_0003	Donut	9	13	OK
2024-10-01 04:22:20	wafer_0003	Donut	9	14	OK
2024-10-01 04:22:30	wafer_0003	Donut	9	15	NG
2024-10-01 04:22:40	wafer_0003	Donut	9	16	NG
2024-10-01 04:22:50	wafer_0003	Donut	9	17	NG
2024-10-01 04:23:00	wafer_0003	Donut	9	18	NG
2024-10-01 04:23:10	wafer_0003	Donut	9	19	NG
2024-10-01 04:23:20	wafer_0003	Donut	9	20	NG
2024-10-01 04:23:30	wafer_0003	Donut	9	21	NG
2024-10-01 04:23:40	wafer_0003	Donut	9	22	NG
2024-10-01 04:23:50	wafer_0003	Donut	9	23	OK
2024-10-01 04:24:00	wafer_0003	Donut	9	24	OK
2024-10-01 04:24:10	wafer_0003	Donut	9	25	NG
2024-10-01 04:24:20	wafer_0003	Donut	9	26	""
2024-10-01 04:24:30	wafer_0003	Donut	10	1	NG
2024-10-01 04:24:40	wafer_0003	Donut	10	2	OK
2024-10-01 04:24:50	wafer_0003	Donut	10	3	OK
2024-10-01 04:25:00	wafer_0003	Donut	10	4	OK
2024-10-01 04:25:10	wafer_0003	Donut	10	5	NG
2024-10-01 04:25:20	wafer_0003	Donut	10	6	NG
2024-10-01 04:25:30	wafer_0003	Donut	10	7	NG
2024-10-01 04:25:40	wafer_0003	Donut	10	8	OK
2024-10-01 04:25:50	wafer_0003	Donut	10	9	NG
2024-10-01 04:26:00	wafer_0003	Donut	10	10	OK
2024-10-01 04:26:10	wafer_0003	Donut	10	11	OK
2024-10-01 04:26:20	wafer_0003	Donut	10	12	OK
2024-10-01 04:26:30	wafer_0003	Donut	10	13	OK
2024-10-01 04:26:40	wafer_0003	Donut	10	14	OK
2024-10-01 04:26:50	wafer_0003	Donut	10	15	OK
2024-10-01 04:27:00	wafer_0003	Donut	10	16	OK
2024-10-01 04:27:10	wafer_0003	Donut	10	17	OK
2024-10-01 04:27:20	wafer_0003	Donut	10	18	OK
2024-10-01 04:27:30	wafer_0003	Donut	10	19	NG
2024-10-01 04:27:40	wafer_0003	Donut	10	20	NG
2024-10-01 04:27:50	wafer_0003	Donut	10	21	NG
2024-10-01 04:28:00	wafer_0003	Donut	10	22	NG
2024-10-01 04:28:10	wafer_0003	Donut	10	23	NG
2024-10-01 04:28:20	wafer_0003	Donut	10	24	OK
2024-10-01 04:28:30	wafer_0003	Donut	10	25	OK
2024-10-01 04:28:40	wafer_0003	Donut	10	26	NG
2024-10-01 04:28:50	wafer_0003	Donut	11	1	NG
2024-10-01 04:29:00	wafer_0003	Donut	11	2	OK
2024-10-01 04:29:10	wafer_0003	Donut	11	3	OK
2024-10-01 04:29:20	wafer_0003	Donut	11	4	NG
2024-10-01 04:29:30	wafer_0003	Donut	11	5	NG
2024-10-01 04:29:40	wafer_0003	Donut	11	6	NG
2024-10-01 04:29:50	wafer_0003	Donut	11	7	NG
2024-10-01 04:30:00	wafer_0003	Donut	11	8	NG
2024-10-01 04:30:10	wafer_0003	Donut	11	9	OK
2024-10-01 04:30:20	wafer_0003	Donut	11	10	OK
2024-10-01 04:30:30	wafer_0003	Donut	11	11	OK
2024-10-01 04:30:40	wafer_0003	Donut	11	12	OK
2024-10-01 04:30:50	wafer_0003	Donut	11	13	OK
2024-10-01 04:31:00	wafer_0003	Donut	11	14	OK
2024-10-01 04:31:10	wafer_0003	Donut	11	15	OK
2024-10-01 04:31:20	wafer_0003	Donut	11	16	NG
2024-10-01 04:31:30	wafer_0003	Donut	11	17	NG
2024-10-01 04:31:40	wafer_0003	Donut	11	18	OK
2024-10-01 04:31:50	wafer_0003	Donut	11	19	NG
2024-10-01 04:32:00	wafer_0003	Donut	11	20	NG
2024-10-01 04:32:10	wafer_0003	Donut	11	21	NG
2024-10-01 04:32:20	wafer_0003	Donut	11	22	NG
2024-10-01 04:32:30	wafer_0003	Donut	11	23	NG
2024-10-01 04:32:40	wafer_0003	Donut	11	24	OK
2024-10-01 04:32:50	wafer_0003	Donut	11	25	OK
2024-10-01 04:33:00	wafer_0003	Donut	11	26	NG
2024-10-01 04:33:10	wafer_0003	Donut	12	1	NG
2024-10-01 04:33:20	wafer_0003	Donut	12	2	NG
2024-10-01 04:33:30	wafer_0003	Donut	12	3	OK
2024-10-01 04:33:40	wafer_0003	Donut	12	4	NG
2024-10-01 04:33:50	wafer_0003	Donut	12	5	NG
2024-10-01 04:34:00	wafer_0003	Donut	12	6	OK
2024-10-01 04:34:10	wafer_0003	Donut	12	7	OK
2024-10-01 04:34:20	wafer_0003	Donut	12	8	NG
2024-10-01 04:34:30	wafer_0003	Donut	12	9	OK
2024-10-01 04:34:40	wafer_0003	Donut	12	10	OK
2024-10-01 04:34:50	wafer_0003	Donut	12	11	OK
2024-10-01 04:35:00	wafer_0003	Donut	12	12	OK
2024-10-01 04:35:10	wafer_0003	Donut	12	13	NG
2024-10-01 04:35:20	wafer_0003	Donut	12	14	NG
2024-10-01 04:35:30	wafer_0003	Donut	12	15	OK
2024-10-01 04:35:40	wafer_0003	Donut	12	16	OK
2024-10-01 04:35:50	wafer_0003	Donut	12	17	OK
2024-10-01 04:36:00	wafer_0003	Donut	12	18	NG
2024-10-01 04:36:10	wafer_0003	Donut	12	19	NG
2024-10-01 04:36:20	wafer_0003	Donut	12	20	NG
2024-10-01 04:36:30	wafer_0003	Donut	12	21	NG
2024-10-01 04:36:40	wafer_0003	Donut	12	22	NG
2024-10-01 04:36:50	wafer_0003	Donut	12	23	NG
2024-10-01 04:37:00	wafer_0003	Donut	12	24	OK
2024-10-01 04:37:10	wafer_0003	Donut	12	25	OK
2024-10-01 04:37:20	wafer_0003	Donut	12	26	NG
2024-10-01 04:37:30	wafer_0003	Donut	13	1	OK
2024-10-01 04:37:40	wafer_0003	Donut	13	2	OK
2024-10-01 04:37:50	wafer_0003	Donut	13	3	NG
2024-10-01 04:38:00	wafer_0003	Donut	13	4	NG
2024-10-01 04:38:10	wafer_0003	Donut	13	5	NG
2024-10-01 04:38:20	wafer_0003	Donut	13	6	NG
2024-10-01 04:38:30	wafer_0003	Donut	13	7	OK
2024-10-01 04:38:40	wafer_0003	Donut	13	8	OK
2024-10-01 04:38:50	wafer_0003	Donut	13	9	OK
2024-10-01 04:39:00	wafer_0003	Donut	13	10	OK
2024-10-01 04:39:10	wafer_0003	Donut	13	11	OK
2024-10-01 04:39:20	wafer_0003	Donut	13	12	OK
2024-10-01 04:39:30	wafer_0003	Donut	13	13	NG
2024-10-01 04:39:40	wafer_0003	Donut	13	14	OK
2024-10-01 04:39:50	wafer_0003	Donut	13	15	OK
2024-10-01 04:40:00	wafer_0003	Donut	13	16	OK
2024-10-01 04:40:10	wafer_0003	Donut	13	17	OK
2024-10-01 04:40:20	wafer_0003	Donut	13	18	OK
2024-10-01 04:40:30	wafer_0003	Donut	13	19	NG
2024-10-01 04:40:40	wafer_0003	Donut	13	20	NG
2024-10-01 04:40:50	wafer_0003	Donut	13	21	NG
2024-10-01 04:41:00	wafer_0003	Donut	13	22	NG
2024-10-01 04:41:10	wafer_0003	Donut	13	23	NG
